"educ","cigpric","white","age","income","cigs","restaurn","lincome","agesq","lcigpric"
10,60.9379997253418,1,64,30000,0,1,10.308952331543,4096,4.10985708236694
13.5,61.6290016174316,1,28,30000,0,1,10.308952331543,784,4.12113237380981
13.5,60.8619995117188,1,26,30000,20,1,10.308952331543,676,4.10860919952393
10,61.0919990539551,1,64,20000,20,1,9.90348720550537,4096,4.11238098144531
12,61.6669998168945,1,29,6500,0,1,8.77955722808838,841,4.12174892425537
12,61.9739990234375,1,55,20000,40,1,9.90348720550537,3025,4.1267147064209
12,62.7360000610352,1,54,30000,0,1,10.308952331543,2916,4.13893556594849
15,61.2070007324219,1,42,20000,10,1,9.90348720550537,1764,4.11426162719727
13.5,62.7360000610352,0,70,12500,0,1,9.43348407745361,4900,4.13893556594849
16,61.2840003967285,1,71,20000,0,1,9.90348720550537,5041,4.11551856994629
12,61.7439994812012,1,24,30000,0,1,10.308952331543,576,4.12299680709839
10,61.859001159668,1,38,20000,20,1,9.90348720550537,1444,4.1248574256897
15,61.9360008239746,1,73,6500,0,1,8.77955722808838,5329,4.12610149383545
18,60.8230018615723,1,29,30000,0,1,10.308952331543,841,4.10796785354614
13.5,60.5550003051758,1,24,20000,0,1,9.90348720550537,576,4.10355186462402
12,61.4370002746582,1,25,8500,0,1,9.04782104492188,625,4.11801242828369
15,62.0890007019043,1,22,20000,0,1,9.90348720550537,484,4.12856864929199
12,61.4749984741211,1,36,12500,5,1,9.43348407745361,1296,4.11863040924072
12,53.6240005493164,1,28,20000,0,0,9.90348720550537,784,3.98199677467346
13.5,53.3129997253418,1,27,6500,40,0,8.77955722808838,729,3.9761803150177
13.5,55.185001373291,1,28,4500,8,0,8.41183280944824,784,4.01069116592407
12,53.3819999694824,1,53,20000,0,0,9.90348720550537,2809,3.97747349739075
13.5,54.984001159668,1,23,30000,15,0,10.308952331543,529,4.0070424079895
12,53.9690017700195,1,19,12500,15,0,9.43348407745361,361,3.98840975761414
15,54.3139991760254,0,25,20000,0,0,9.90348720550537,625,3.99478197097778
13.5,54.6479988098145,0,34,12500,20,0,9.43348407745361,1156,4.0009126663208
13.5,54.140998840332,1,20,30000,0,0,10.308952331543,400,3.99159169197083
10,54.3139991760254,1,17,20000,0,0,9.90348720550537,289,3.99478197097778
16,66.5869979858398,1,51,30000,20,1,10.308952331543,2601,4.19850921630859
12,65.2900009155273,1,44,30000,30,1,10.308952331543,1936,4.1788387298584
12,65.2900009155273,1,29,20000,60,1,9.90348720550537,841,4.1788387298584
8,66.0879974365234,1,65,30000,0,1,10.308952331543,4225,4.19098711013794
12,65.2900009155273,1,53,30000,0,1,10.308952331543,2809,4.1788387298584
8,67.9329986572266,0,46,20000,0,1,9.90348720550537,2116,4.21852207183838
18,65.2900009155273,1,51,30000,0,1,10.308952331543,2601,4.1788387298584
18,65.5400009155273,1,66,30000,0,1,10.308952331543,4356,4.1826605796814
8,64.9909973144531,0,42,20000,0,1,9.90348720550537,1764,4.17424869537354
16,65.140998840332,1,32,8500,40,1,9.04782104492188,1024,4.17655420303345
13.5,66.4369964599609,1,53,30000,25,1,10.308952331543,2809,4.19625425338745
8,66.0380020141602,1,70,30000,0,1,10.308952331543,4900,4.19023036956787
10,65.8889999389648,1,30,20000,30,1,9.90348720550537,900,4.18797159194946
18,65.8889999389648,1,42,30000,0,1,10.308952331543,1764,4.18797159194946
12,66.5370025634766,1,69,30000,0,1,10.308952331543,4761,4.19775819778442
10,66.4369964599609,1,18,5500,0,1,8.61250305175781,324,4.19625425338745
12,68.1839981079102,1,22,12500,10,1,9.43348407745361,484,4.22220993041992
6,66.6869964599609,0,38,20000,40,1,9.90348720550537,1444,4.20000982284546
10,66.4369964599609,1,52,20000,20,1,9.90348720550537,2704,4.19625425338745
10,65.140998840332,0,17,30000,0,1,10.308952331543,289,4.17655420303345
12,65.0410003662109,1,46,20000,0,1,9.90348720550537,2116,4.17501783370972
16,66.5869979858398,1,46,30000,0,1,10.308952331543,2116,4.19850921630859
12,66.0380020141602,0,35,30000,0,1,10.308952331543,1225,4.19023036956787
12,66.3379974365234,1,22,30000,16,1,10.308952331543,484,4.19476270675659
12,61.5460014343262,1,54,20000,20,0,9.90348720550537,2916,4.11978483200073
12,61.1839981079102,1,58,12500,40,0,9.43348407745361,3364,4.1138858795166
10,62.0120010375977,1,27,12500,15,0,9.43348407745361,729,4.12732791900635
18,61.1839981079102,1,47,20000,40,0,9.90348720550537,2209,4.1138858795166
16,62.0120010375977,1,53,30000,40,0,10.308952331543,2809,4.12732791900635
12,65.0820007324219,1,29,8500,10,0,9.04782104492188,841,4.17564821243286
13.5,67.8199996948242,1,29,8500,0,0,9.04782104492188,841,4.21685695648193
13.5,68.1999969482422,1,47,30000,0,0,10.308952331543,2209,4.22244453430176
8,69.4020004272461,0,67,30000,10,0,10.308952331543,4489,4.23991584777832
18,69.4020004272461,0,31,30000,0,0,10.308952331543,961,4.23991584777832
12,67.1240005493164,1,27,8500,0,0,9.04782104492188,729,4.20654153823853
12,68.2630004882812,1,34,3500,0,0,8.16051864624023,1156,4.22336769104004
10,68.515998840332,1,25,20000,0,0,9.90348720550537,625,4.22706747055054
12,67.8199996948242,1,46,20000,30,0,9.90348720550537,2116,4.21685695648193
16,67.8199996948242,0,50,12500,50,0,9.43348407745361,2500,4.21685695648193
6,67.7570037841797,1,69,8500,0,0,9.04782104492188,4761,4.2159276008606
13.5,67.8199996948242,1,32,12500,0,0,9.43348407745361,1024,4.21685695648193
12,67.693000793457,1,64,8500,0,0,9.04782104492188,4096,4.2149829864502
15,67.9469985961914,1,30,20000,0,0,9.90348720550537,900,4.21872806549072
8,68.072998046875,1,78,12500,0,0,9.43348407745361,6084,4.22058057785034
13.5,69.1490020751953,1,46,12500,0,0,9.43348407745361,2116,4.23626375198364
13.5,69.5289993286133,1,49,30000,60,0,10.308952331543,2401,4.24174404144287
12,70.0139999389648,1,30,12500,0,0,9.43348407745361,900,4.24869537353516
10,68.8330001831055,0,23,2500,20,0,7.82404613494873,529,4.23168325424194
12,69.4020004272461,1,27,20000,15,0,9.90348720550537,729,4.23991584777832
18,68.3899993896484,1,28,30000,20,0,10.308952331543,784,4.22522640228271
10,69.5920028686523,1,26,5500,30,0,8.61250305175781,676,4.2426495552063
6,67.693000793457,1,44,12500,0,0,9.43348407745361,1936,4.2149829864502
13.5,69.4020004272461,1,54,30000,30,0,10.308952331543,2916,4.23991584777832
12,69.8410034179688,1,54,8500,0,0,9.04782104492188,2916,4.24622106552124
12,69.8990020751953,1,66,6500,13,0,8.77955722808838,4356,4.24705123901367
18,67.8830032348633,1,49,30000,0,0,10.308952331543,2401,4.21778583526611
16,67.4400024414062,0,77,6500,0,0,8.77955722808838,5929,4.21123838424683
12,68.8960037231445,1,74,12500,0,0,9.43348407745361,5476,4.23259830474854
18,69.4649963378906,0,69,30000,0,0,10.308952331543,4761,4.24082279205322
13.5,68.6429977416992,1,78,30000,0,0,10.308952331543,6084,4.22891902923584
13.5,68.3899993896484,1,57,30000,20,0,10.308952331543,3249,4.22522640228271
8,70.1289978027344,1,53,8500,0,0,9.04782104492188,2809,4.25033617019653
16,67.3140029907227,1,88,30000,0,0,10.308952331543,7744,4.20936822891235
12,67.1869964599609,1,79,20000,0,0,9.90348720550537,6241,4.20747995376587
12,57.4729995727539,1,21,8500,0,0,9.04782104492188,441,4.05131530761719
18,58.0940017700195,1,30,8500,0,0,9.04782104492188,900,4.06206226348877
18,57.4729995727539,1,39,30000,0,0,10.308952331543,1521,4.05131530761719
15,59.8520011901855,1,25,500,9,0,6.21460819244385,625,4.09187507629395
10,59.1300010681152,1,58,20000,0,0,9.90348720550537,3364,4.07973861694336
13.5,59.1300010681152,1,23,30000,15,0,10.308952331543,529,4.07973861694336
16,59.2330017089844,1,30,20000,28,0,9.90348720550537,900,4.0814790725708
10,57.9389991760254,1,31,8500,40,0,9.04782104492188,961,4.05939054489136
16,57.4729995727539,1,31,20000,0,0,9.90348720550537,961,4.05131530761719
16,58.0940017700195,1,50,20000,0,0,9.90348720550537,2500,4.06206226348877
8,58.507999420166,1,20,12500,0,0,9.43348407745361,400,4.06916332244873
13.5,57.1100006103516,0,24,12500,0,0,9.43348407745361,576,4.04497909545898
12,61.9879989624023,1,33,20000,0,0,9.90348720550537,1089,4.12694072723389
16,63.5559997558594,1,39,30000,0,0,10.308952331543,1521,4.15192127227783
13.5,57.4659996032715,0,19,30000,0,0,10.308952331543,361,4.05119323730469
12,59.4300003051758,1,31,20000,20,0,9.90348720550537,961,4.08479928970337
13.5,60.0419998168945,1,40,30000,50,0,10.308952331543,1600,4.09504413604736
16,59.492000579834,1,39,12500,0,0,9.43348407745361,1521,4.0858416557312
15,59.6759986877441,1,23,5500,7,0,8.61250305175781,529,4.08893013000488
8,58.6319999694824,0,71,8500,0,0,9.04782104492188,5041,4.07128047943115
6,58.0800018310547,1,54,6500,0,0,8.77955722808838,2916,4.06182146072388
10,58.5099983215332,0,33,12500,20,0,9.43348407745361,1089,4.06919765472412
18,60.2210006713867,1,30,30000,0,0,10.308952331543,900,4.09802103042603
12,57.8349990844727,1,31,8500,20,0,9.04782104492188,961,4.05759429931641
18,60.5180015563965,1,46,30000,0,0,10.308952331543,2116,4.10294103622437
12,59.9210014343262,1,75,20000,0,0,9.90348720550537,5625,4.09302711486816
8,58.2639999389648,1,40,30000,20,0,10.308952331543,1600,4.06498432159424
12,59.4300003051758,1,66,12500,0,0,9.43348407745361,4356,4.08479928970337
18,59.492000579834,1,45,30000,40,0,10.308952331543,2025,4.0858416557312
8,59.2459983825684,1,73,8500,0,0,9.04782104492188,5329,4.08169841766357
12,57.7120018005371,1,31,20000,30,0,9.90348720550537,961,4.05546522140503
13.5,58.2639999389648,1,27,30000,0,0,10.308952331543,729,4.06498432159424
10,58.6319999694824,0,50,20000,0,0,9.90348720550537,2500,4.07128047943115
12,57.7120018005371,1,45,30000,0,0,10.308952331543,2025,4.05546522140503
12,58.2639999389648,0,22,30000,30,0,10.308952331543,484,4.06498432159424
13.5,59.2459983825684,0,44,30000,0,0,10.308952331543,1936,4.08169841766357
10,58.5099983215332,1,51,30000,5,0,10.308952331543,2601,4.06919765472412
6,58.8160018920898,1,59,3500,0,0,8.16051864624023,3481,4.07441377639771
10,58.4480018615723,1,59,20000,0,0,9.90348720550537,3481,4.06813764572144
12,57.6500015258789,1,66,8500,0,0,9.04782104492188,4356,4.05439043045044
13.5,59.2459983825684,1,35,30000,3,0,10.308952331543,1225,4.08169841766357
10,57.6500015258789,0,17,20000,15,0,9.90348720550537,289,4.05439043045044
12,59.5530014038086,1,35,20000,0,0,9.90348720550537,1225,4.08686685562134
16,59.6139984130859,1,30,30000,0,0,10.308952331543,900,4.087890625
12,59.4300003051758,1,23,30000,0,0,10.308952331543,529,4.08479928970337
8,58.140998840332,1,60,8500,0,0,9.04782104492188,3600,4.06287097930908
18,59.2459983825684,1,27,20000,0,0,9.90348720550537,729,4.08169841766357
16,57.6500015258789,1,37,20000,0,0,9.90348720550537,1369,4.05439043045044
15,57.9570007324219,0,42,20000,0,0,9.90348720550537,1764,4.05970144271851
8,59.9210014343262,1,87,3500,0,0,8.16051864624023,7569,4.09302711486816
13.5,59.6139984130859,1,26,20000,20,0,9.90348720550537,676,4.087890625
12,57.4049987792969,1,20,12500,15,0,9.43348407745361,400,4.05013132095337
10,58.8779983520508,1,65,12500,0,0,9.43348407745361,4225,4.07546758651733
12,59.6139984130859,1,35,30000,20,0,10.308952331543,1225,4.087890625
18,59.0009994506836,0,38,30000,0,0,10.308952331543,1444,4.07755422592163
10,59.185001373291,1,64,20000,20,0,9.90348720550537,4096,4.0806679725647
10,58.2639999389648,1,62,8500,0,0,9.04782104492188,3844,4.06498432159424
12,58.6940002441406,1,47,20000,1,0,9.90348720550537,2209,4.07233762741089
10,58.0800018310547,1,52,30000,20,0,10.308952331543,2704,4.06182146072388
13.5,58.5709991455078,0,32,12500,0,0,9.43348407745361,1024,4.07023954391479
16,58.4480018615723,1,26,20000,15,0,9.90348720550537,676,4.06813764572144
18,59.5530014038086,1,35,20000,0,0,9.90348720550537,1225,4.08686685562134
16,57.7120018005371,1,35,30000,0,0,10.308952331543,1225,4.05546522140503
10,59.0620002746582,1,24,12500,0,0,9.43348407745361,576,4.07858753204346
8,59.4300003051758,1,77,20000,1,0,9.90348720550537,5929,4.08479928970337
13.5,58.140998840332,1,24,4500,20,0,8.41183280944824,576,4.06287097930908
8,53.3250007629395,1,63,20000,20,0,9.90348720550537,3969,3.97640538215637
18,53.048999786377,0,58,20000,0,0,9.90348720550537,3364,3.97121596336365
10,52.8880004882812,1,69,3500,0,0,8.16051864624023,4761,3.96817636489868
13.5,54.3810005187988,0,62,12500,50,0,9.43348407745361,3844,3.99601483345032
12,53.6699981689453,1,27,12500,0,0,9.43348407745361,729,3.98285412788391
13.5,53.048999786377,1,30,20000,20,0,9.90348720550537,900,3.97121596336365
10,52.7960014343262,1,51,30000,0,0,10.308952331543,2601,3.96643543243408
12,53.1180000305176,1,32,12500,0,0,9.43348407745361,1024,3.97251582145691
10,52.8190002441406,1,51,30000,20,0,10.308952331543,2601,3.9668710231781
6,53.6469993591309,1,53,20000,0,0,9.90348720550537,2809,3.98242545127869
13.5,53.5089988708496,0,20,20000,0,0,9.90348720550537,400,3.97984981536865
13.5,53.2789993286133,0,22,12500,40,0,9.43348407745361,484,3.97554230690002
16,52.8190002441406,1,24,30000,0,0,10.308952331543,576,3.9668710231781
12,53.2560005187988,1,23,6500,0,0,8.77955722808838,529,3.97511053085327
12,52.8190002441406,1,65,30000,0,0,10.308952331543,4225,3.9668710231781
8,53.2330017089844,1,21,20000,20,0,9.90348720550537,441,3.97467851638794
8,52.9799995422363,1,19,1500,0,0,7.31322050094604,361,3.96991443634033
10,53.5089988708496,1,24,12500,20,0,9.43348407745361,576,3.97984981536865
12,53.3250007629395,1,34,20000,30,0,9.90348720550537,1156,3.97640538215637
10,52.8190002441406,1,54,8500,6,0,9.04782104492188,2916,3.9668710231781
18,58.1419982910156,1,50,20000,15,0,9.90348720550537,2500,4.06288814544678
13.5,57.9119987487793,1,65,8500,20,0,9.04782104492188,4225,4.05892467498779
12,56.9000015258789,1,33,20000,20,0,9.90348720550537,1089,4.04129552841187
8,57.681999206543,1,69,8500,0,0,9.04782104492188,4761,4.05494499206543
15,59.2350006103516,1,26,12500,30,0,9.43348407745361,676,4.08151245117188
8,57.681999206543,1,69,8500,0,0,9.04782104492188,4761,4.05494499206543
12,56.9000015258789,1,59,30000,20,0,10.308952331543,3481,4.04129552841187
12,57.6769981384277,1,35,12500,20,0,9.43348407745361,1225,4.05485868453979
6,58.3779983520508,1,54,8500,0,0,9.04782104492188,2916,4.06693887710571
13.5,55.5960006713867,0,28,12500,0,0,9.43348407745361,784,4.01811122894287
12,55.5960006713867,0,28,20000,15,0,9.90348720550537,784,4.01811122894287
10,45.2830009460449,1,77,3500,30,0,8.16051864624023,5929,3.81293177604675
12,44.0589981079102,1,64,20000,0,0,9.90348720550537,4096,3.78552961349487
10,45.5610008239746,1,52,4500,40,0,8.41183280944824,2704,3.81905221939087
10,45.2830009460449,1,21,1500,30,0,7.31322050094604,441,3.81293177604675
10,45.8390007019043,1,46,30000,0,0,10.308952331543,2116,3.82513523101807
12,45.2270011901855,1,24,20000,0,0,9.90348720550537,576,3.81169438362122
12,45.8390007019043,1,31,8500,30,0,9.04782104492188,961,3.82513523101807
12,44.0040016174316,1,26,8500,0,0,9.04782104492188,676,3.78428053855896
10,45.7840003967285,1,79,4500,0,0,8.41183280944824,6241,3.82393479347229
12,46.5209999084473,1,53,30000,30,0,10.308952331543,2809,3.83990383148193
12,58.148998260498,1,32,12500,40,0,9.43348407745361,1024,4.0630087852478
15,60.2350006103516,1,21,5500,0,0,8.61250305175781,441,4.09825372695923
15,58.9830017089844,1,18,20000,0,0,9.90348720550537,324,4.07724952697754
13.5,59.4280014038086,1,30,12500,0,0,9.43348407745361,900,4.08476543426514
12,59.3720016479492,1,20,20000,15,0,9.90348720550537,400,4.08382272720337
8,56.9039993286133,1,69,12500,40,0,9.43348407745361,4761,4.04136562347412
8,58.0530014038086,1,59,30000,20,0,10.308952331543,3481,4.06135654449463
12,57.0690002441406,1,56,30000,30,0,10.308952331543,3136,4.04426097869873
18,57.1790008544922,1,43,30000,0,0,10.308952331543,1849,4.04618692398071
10,57.4339981079102,1,40,30000,40,0,10.308952331543,1600,4.05063629150391
16,58.7949981689453,1,37,30000,0,0,10.308952331543,1369,4.07405662536621
10,58.2550010681152,1,36,12500,0,0,9.43348407745361,1296,4.06482982635498
13.5,58.7949981689453,1,28,30000,40,0,10.308952331543,784,4.07405662536621
12,57.8709983825684,1,33,30000,0,0,10.308952331543,1089,4.05821657180786
16,57.2879981994629,1,63,20000,0,0,9.90348720550537,3969,4.04809093475342
8,57.8349990844727,1,51,1500,20,0,7.31322050094604,2601,4.05759429931641
12,58.7949981689453,1,33,30000,10,0,10.308952331543,1089,4.07405662536621
13.5,57.0690002441406,1,39,30000,0,0,10.308952331543,1521,4.04426097869873
12,57.7620010375977,1,21,20000,20,0,9.90348720550537,441,4.05633115768433
13.5,58.2550010681152,1,37,30000,0,0,10.308952331543,1369,4.06482982635498
18,58.8849983215332,1,70,30000,0,0,10.308952331543,4900,4.07558631896973
12,57.8709983825684,1,20,30000,0,0,10.308952331543,400,4.05821657180786
16,57.0690002441406,1,27,12500,0,0,9.43348407745361,729,4.04426097869873
16,58.8849983215332,1,28,20000,4,0,9.90348720550537,784,4.07558631896973
16,66.7610015869141,1,30,20000,0,0,9.90348720550537,900,4.20111894607544
13.5,65.7669982910156,1,52,20000,20,0,9.90348720550537,2704,4.18611812591553
18,65.1989974975586,1,24,12500,0,0,9.43348407745361,576,4.17744398117065
12,65.7669982910156,1,71,12500,0,0,9.43348407745361,5041,4.18611812591553
12,67.1149978637695,1,39,20000,50,0,9.90348720550537,1521,4.20640754699707
12,68.3349990844727,1,19,8500,10,0,9.04782104492188,361,4.22442197799683
13.5,66.9729995727539,1,21,20000,0,0,9.90348720550537,441,4.20428943634033
16,67.3990020751953,1,33,3500,0,0,8.16051864624023,1089,4.21063041687012
