"id","state","year","mrdrte","exec","unem","d90","d93","cmrdrte","cexec","cunem","cexec_1","cunem_1"
18,"KY",87,7.5,0,8.80000019073486,0,0,NA,NA,NA,NA,NA
18,"KY",90,7.19999980926514,0,5.80000019073486,1,0,-0.300000190734863,0,-3,NA,NA
18,"KY",93,6.59999990463257,0,6.19999980926514,0,1,-0.599999904632568,0,0.399999618530273,0,-3
19,"LA",87,11.1000003814697,9,12,0,0,NA,NA,NA,NA,NA
19,"LA",90,17.2000007629395,4,6.19999980926514,1,0,6.10000038146973,-5,-5.80000019073486,NA,NA
19,"LA",93,20.2999992370605,2,7.40000009536743,0,1,3.09999847412109,-2,1.20000028610229,-5,-5.80000019073486
20,"ME",87,2.5,0,4.40000009536743,0,0,NA,NA,NA,NA,NA
20,"ME",90,2.40000009536743,0,5.09999990463257,1,0,-0.0999999046325684,0,0.699999809265137,NA,NA
20,"ME",93,1.60000002384186,0,7.90000009536743,0,1,-0.800000071525574,0,2.80000019073486,0,0.699999809265137
21,"MD",87,9.60000038146973,0,4.19999980926514,0,0,NA,NA,NA,NA,NA
21,"MD",90,11.5,0,4.59999990463257,1,0,1.89999961853027,0,0.400000095367432,NA,NA
21,"MD",93,12.6999998092651,0,6.19999980926514,0,1,1.19999980926514,0,1.59999990463257,0,0.400000095367432
22,"MA",87,3,0,3.20000004768372,0,0,NA,NA,NA,NA,NA
22,"MA",90,4,0,6,1,0,1,0,2.79999995231628,NA,NA
22,"MA",93,3.90000009536743,0,6.90000009536743,0,1,-0.0999999046325684,0,0.900000095367432,0,2.79999995231628
23,"MI",87,12.1999998092651,0,8.19999980926514,0,0,NA,NA,NA,NA,NA
23,"MI",90,10.3999996185303,0,7.09999990463257,1,0,-1.80000019073486,0,-1.09999990463257,NA,NA
23,"MI",93,9.80000019073486,0,7,0,1,-0.59999942779541,0,-0.0999999046325684,0,-1.09999990463257
24,"MN",87,2.59999990463257,0,5.40000009536743,0,0,NA,NA,NA,NA,NA
24,"MN",90,2.70000004768372,0,4.80000019073486,1,0,0.100000143051147,0,-0.599999904632568,NA,NA
24,"MN",93,3.40000009536743,0,5.09999990463257,0,1,0.700000047683716,0,0.299999713897705,0,-0.599999904632568
25,"MS",87,10.1999998092651,2,10.1999998092651,0,0,NA,NA,NA,NA,NA
25,"MS",90,12.1999998092651,1,7.5,1,0,2,-1,-2.69999980926514,NA,NA
25,"MS",93,13.5,0,6.30000019073486,0,1,1.30000019073486,-1,-1.19999980926514,-1,-2.69999980926514
26,"MO",87,8.30000019073486,0,6.30000019073486,0,0,NA,NA,NA,NA,NA
26,"MO",90,8.80000019073486,5,5.69999980926514,1,0,0.5,5,-0.600000381469727,NA,NA
26,"MO",93,11.3000001907349,6,6.40000009536743,0,1,2.5,1,0.700000286102295,5,-0.600000381469727
27,"MT",87,4.09999990463257,0,7.40000009536743,0,0,NA,NA,NA,NA,NA
27,"MT",90,4.90000009536743,0,5.80000019073486,1,0,0.800000190734863,0,-1.59999990463257,NA,NA
27,"MT",93,3,0,6,0,1,-1.90000009536743,0,0.199999809265137,0,-1.59999990463257
28,"NE",87,3.5,0,4.90000009536743,0,0,NA,NA,NA,NA,NA
28,"NE",90,2.70000004768372,0,2.20000004768372,1,0,-0.799999952316284,0,-2.70000004768372,NA,NA
28,"NE",93,3.90000009536743,0,2.59999990463257,0,1,1.20000004768372,0,0.399999856948853,0,-2.70000004768372
29,"NV",87,8.39999961853027,1,6.30000019073486,0,0,NA,NA,NA,NA,NA
29,"NV",90,9.69999980926514,3,4.90000009536743,1,0,1.30000019073486,2,-1.40000009536743,NA,NA
29,"NV",93,10.3999996185303,0,6.19999980926514,0,1,0.699999809265137,-3,1.29999971389771,2,-1.40000009536743
30,"NH",87,3,0,2.5,0,0,NA,NA,NA,NA,NA
30,"NH",90,1.89999997615814,0,5.59999990463257,1,0,-1.10000002384186,0,3.09999990463257,NA,NA
30,"NH",93,2,0,6.59999990463257,0,1,0.100000023841858,0,1,0,3.09999990463257
31,"NJ",87,4.59999990463257,0,4,0,0,NA,NA,NA,NA,NA
31,"NJ",90,5.59999990463257,0,5,1,0,1,0,1,NA,NA
31,"NJ",93,5.30000019073486,0,7.40000009536743,0,1,-0.299999713897705,0,2.40000009536743,0,1
32,"NM",87,10.1000003814697,0,8.89999961853027,0,0,NA,NA,NA,NA,NA
32,"NM",90,9.19999980926514,0,6.30000019073486,1,0,-0.90000057220459,0,-2.59999942779541,NA,NA
32,"NM",93,8,0,7.5,0,1,-1.19999980926514,0,1.19999980926514,0,-2.59999942779541
33,"NY",87,11.3000001907349,0,4.90000009536743,0,0,NA,NA,NA,NA,NA
33,"NY",90,14.5,0,5.19999980926514,1,0,3.19999980926514,0,0.299999713897705,NA,NA
33,"NY",93,13.3000001907349,0,7.69999980926514,0,1,-1.19999980926514,0,2.5,0,0.299999713897705
34,"NC",87,8.10000038146973,1,4.5,0,0,NA,NA,NA,NA,NA
34,"NC",90,10.6999998092651,0,4.09999990463257,1,0,2.59999942779541,-1,-0.400000095367432,NA,NA
34,"NC",93,11.3000001907349,2,4.90000009536743,0,1,0.600000381469727,2,0.800000190734863,-1,-0.400000095367432
35,"ND",87,1.5,0,5.19999980926514,0,0,NA,NA,NA,NA,NA
35,"ND",90,0.800000011920929,0,3.90000009536743,1,0,-0.699999988079071,0,-1.29999971389771,NA,NA
35,"ND",93,1.70000004768372,0,4.30000019073486,0,1,0.900000035762787,0,0.400000095367432,0,-1.29999971389771
36,"OH",87,5.80000019073486,0,7,0,0,NA,NA,NA,NA,NA
36,"OH",90,6.09999990463257,0,5.69999980926514,1,0,0.299999713897705,0,-1.30000019073486,NA,NA
36,"OH",93,6,0,6.5,0,1,-0.0999999046325684,0,0.800000190734863,0,-1.30000019073486
37,"OK",87,7.5,0,7.40000009536743,0,0,NA,NA,NA,NA,NA
37,"OK",90,8,1,5.59999990463257,1,0,0.5,1,-1.80000019073486,NA,NA
37,"OK",93,8.39999961853027,2,6,0,1,0.399999618530273,1,0.400000095367432,1,-1.80000019073486
38,"OR",87,5.59999990463257,0,6.19999980926514,0,0,NA,NA,NA,NA,NA
38,"OR",90,3.79999995231628,0,5.5,1,0,-1.79999995231628,0,-0.699999809265137,NA,NA
38,"OR",93,4.59999990463257,0,7.19999980926514,0,1,0.799999952316284,0,1.69999980926514,0,-0.699999809265137
39,"PA",87,5.40000009536743,0,5.69999980926514,0,0,NA,NA,NA,NA,NA
39,"PA",90,6.69999980926514,0,5.40000009536743,1,0,1.29999971389771,0,-0.299999713897705,NA,NA
39,"PA",93,6.80000019073486,0,7,0,1,0.100000381469727,0,1.59999990463257,0,-0.299999713897705
40,"RI",87,3.5,0,3.79999995231628,0,0,NA,NA,NA,NA,NA
40,"RI",90,4.80000019073486,0,6.69999980926514,1,0,1.30000019073486,0,2.89999985694885,NA,NA
40,"RI",93,3.90000009536743,0,7.69999980926514,0,1,-0.900000095367432,0,1,0,2.89999985694885
41,"SC",87,9.30000019073486,2,5.59999990463257,0,0,NA,NA,NA,NA,NA
41,"SC",90,11.1999998092651,1,4.69999980926514,1,0,1.89999961853027,-1,-0.900000095367432,NA,NA
41,"SC",93,10.3000001907349,1,7.5,0,1,-0.899999618530273,0,2.80000019073486,-1,-0.900000095367432
42,"SD",87,1.79999995231628,0,4.19999980926514,0,0,NA,NA,NA,NA,NA
42,"SD",90,2,0,3.70000004768372,1,0,0.200000047683716,0,-0.499999761581421,NA,NA
42,"SD",93,3.40000009536743,0,3.5,0,1,1.40000009536743,0,-0.200000047683716,0,-0.499999761581421
43,"TN",87,9.10000038146973,0,6.59999990463257,0,0,NA,NA,NA,NA,NA
43,"TN",90,10.5,0,5.19999980926514,1,0,1.39999961853027,0,-1.40000009536743,NA,NA
43,"TN",93,10.1999998092651,0,5.69999980926514,0,1,-0.300000190734863,0,0.5,0,-1.40000009536743
44,"TX",87,11.6999998092651,22,8.39999961853027,0,0,NA,NA,NA,NA,NA
44,"TX",90,14.1000003814697,11,6.19999980926514,1,0,2.40000057220459,-11,-2.19999980926514,NA,NA
44,"TX",93,11.8999996185303,34,7,0,1,-2.20000076293945,23,0.800000190734863,-11,-2.19999980926514
45,"UT",87,3.29999995231628,1,6.40000009536743,0,0,NA,NA,NA,NA,NA
45,"UT",90,3,1,4.30000019073486,1,0,-0.299999952316284,0,-2.09999990463257,NA,NA
45,"UT",93,3.09999990463257,1,3.90000009536743,0,1,0.0999999046325684,0,-0.400000095367432,0,-2.09999990463257
46,"VT",87,2.70000004768372,0,3.59999990463257,0,0,NA,NA,NA,NA,NA
46,"VT",90,2.29999995231628,0,5,1,0,-0.400000095367432,0,1.40000009536743,NA,NA
46,"VT",93,3.59999990463257,0,5.40000009536743,0,1,1.29999995231628,0,0.400000095367432,0,1.40000009536743
47,"VA",87,7.40000009536743,4,4.19999980926514,0,0,NA,NA,NA,NA,NA
47,"VA",90,8.80000019073486,3,4.30000019073486,1,0,1.40000009536743,-1,0.100000381469727,NA,NA
47,"VA",93,8.30000019073486,11,5,0,1,-0.5,8,0.699999809265137,-1,0.100000381469727
48,"WA",87,5.59999990463257,0,7.59999990463257,0,0,NA,NA,NA,NA,NA
48,"WA",90,4.90000009536743,0,4.90000009536743,1,0,-0.699999809265137,0,-2.69999980926514,NA,NA
48,"WA",93,5.19999980926514,1,7.5,0,1,0.299999713897705,1,2.59999990463257,0,-2.69999980926514
49,"WV",87,4.80000019073486,0,10.8000001907349,0,0,NA,NA,NA,NA,NA
49,"WV",90,5.69999980926514,0,8.30000019073486,1,0,0.899999618530273,0,-2.5,NA,NA
49,"WV",93,6.90000009536743,0,10.8000001907349,0,1,1.20000028610229,0,2.5,0,-2.5
50,"WI",87,3.5,0,6.09999990463257,0,0,NA,NA,NA,NA,NA
50,"WI",90,4.59999990463257,0,4.40000009536743,1,0,1.09999990463257,0,-1.69999980926514,NA,NA
50,"WI",93,4.40000009536743,0,4.69999980926514,0,1,-0.199999809265137,0,0.299999713897705,0,-1.69999980926514
51,"WY",87,2,0,8.60000038146973,0,0,NA,NA,NA,NA,NA
51,"WY",90,4.90000009536743,0,5.40000009536743,1,0,2.90000009536743,0,-3.20000028610229,NA,NA
51,"WY",93,3.40000009536743,1,5.40000009536743,0,1,-1.5,1,0,0,-3.20000028610229
