"fight","attachment","work","score","late","coed","smorale","gender","income","free","pared","catholic","SCH_ID"
0,1,0,43,2,1,5,1,10,4,0,0,22
0,1,0,53,1,1,5,0,10,4,0,0,22
0,1,0,44,2,0,4,1,10,3,0,1,23
0,1,1,55,1,0,4,1,12,3,0,1,23
1,1,0,45,2,0,4,0,6,3,0,1,23
0,1,0,43,3,0,4,0,12,3,1,1,23
0,1,1,52,2,0,4,1,10,3,0,1,23
0,1,1,52,2,0,4,0,11,3,0,1,23
0,1,1,51,2,0,4,1,8,3,0,1,23
0,1,1,58,2,0,4,1,10,3,0,1,23
0,1,0,37,5,0,4,1,10,3,0,1,23
0,1,0,59,1,0,4,1,5,3,0,1,23
0,1,1,57,1,0,4,1,14,3,1,1,23
0,1,0,51,2,0,4,1,8,3,1,1,23
0,1,1,57,1,0,4,1,10,3,0,1,23
0,1,1,64,3,0,4,1,10,3,1,1,23
0,1,0,43,1,0,4,1,10,3,0,1,23
0,1,0,44,2,0,4,1,7,3,0,1,23
0,1,1,56,2,0,4,1,9,3,0,1,23
0,1,0,50,3,1,4,1,1,1,0,0,24
0,1,1,58,2,1,4,1,8,1,1,0,24
0,1,0,53,1,1,4,1,6,1,0,0,24
0,1,0,47,3,1,4,1,7,1,0,0,24
0,1,0,50,1,1,4,0,8,1,1,0,24
0,1,0,44,1,1,4,1,8,1,0,0,24
0,1,1,54,1,1,4,0,8,1,0,0,24
0,1,1,42,1,1,4,1,7,1,1,0,24
0,1,1,55,3,1,4,0,10,1,1,0,24
0,1,1,51,3,1,4,1,9,1,1,0,24
0,1,0,67,2,1,4,1,10,1,1,0,24
0,1,1,48,3,1,4,1,11,1,1,0,24
0,1,0,42,2,1,4,1,8,1,0,0,24
0,1,1,52,4,1,4,0,8,1,0,0,24
0,1,0,50,2,1,4,1,8,1,1,0,24
0,1,1,40,2,1,4,1,12,1,0,0,24
0,0,0,56,2,1,4,1,9,1,0,0,24
0,1,1,48,3,1,4,0,11,1,0,0,24
0,1,0,49,2,1,4,1,13,1,1,0,24
0,1,0,49,5,1,4,1,7,1,0,0,24
0,1,1,35,2,1,4,1,6,1,0,0,24
0,1,1,50,3,1,4,0,7,1,0,0,24
0,1,0,42,1,1,4,1,10,1,0,0,24
0,1,1,60,2,1,4,1,10,1,1,0,24
0,1,1,63,4,1,4,1,8,1,0,0,24
0,1,0,53,2,1,4,1,9,1,1,0,24
0,1,0,64,2,1,4,1,10,1,1,0,24
0,1,0,51,1,1,4,0,11,1,1,0,24
0,1,0,45,3,1,4,0,8,1,0,0,24
0,1,1,55,2,1,4,0,3,1,1,0,24
0,1,0,56,3,1,4,1,8,1,0,0,24
0,1,0,57,2,1,4,1,5,1,0,0,24
0,1,0,58,2,1,4,0,8,1,1,0,24
1,1,0,58,4,1,4,0,10,1,1,0,24
0,1,1,67,1,1,4,1,9,1,0,0,24
1,1,1,50,1,1,4,0,8,1,0,0,24
0,1,0,51,1,1,4,0,10,1,0,0,24
0,0,1,46,3,1,4,0,9,1,0,0,24
0,1,0,57,2,1,4,0,10,1,1,0,24
0,1,0,55,2,1,4,1,5,1,1,0,24
1,1,1,53,3,1,4,0,9,1,1,0,24
0,1,1,61,2,1,4,0,13,1,1,0,24
0,1,0,49,2,1,4,1,8,3,0,0,25
0,1,0,43,5,1,4,0,7,3,0,0,25
0,1,0,44,2,1,4,1,7,3,0,0,25
1,0,1,45,2,1,4,0,9,3,0,0,25
1,0,1,36,3,1,4,0,10,3,1,0,25
0,0,1,56,4,1,4,0,9,3,0,0,25
0,1,0,69,2,1,4,0,10,3,1,0,25
0,1,0,75,2,1,4,0,10,3,0,0,25
0,1,0,51,2,1,4,0,9,3,0,0,25
0,1,1,50,2,1,4,1,8,3,0,0,25
1,1,0,51,3,1,4,0,12,3,1,0,25
0,1,1,60,2,1,4,0,9,3,0,0,25
0,0,0,50,1,1,4,1,9,3,0,0,25
0,1,0,28,5,1,4,1,11,3,0,0,25
1,1,1,44,5,1,4,0,10,3,0,0,25
0,1,1,45,2,1,4,1,9,3,0,0,25
0,1,0,53,1,1,4,1,9,3,0,0,25
0,1,1,52,2,1,4,1,8,3,0,0,25
1,1,1,62,1,1,4,1,10,3,1,0,25
0,1,0,37,2,1,4,1,11,3,1,0,25
0,0,0,51,2,1,4,0,8,3,0,0,25
0,0,1,60,3,1,4,0,10,3,0,0,25
1,0,1,42,4,1,4,0,9,3,0,0,25
0,1,1,56,4,1,4,1,15,3,1,0,25
0,1,1,63,2,1,5,1,12,1,1,0,26
0,1,1,44,1,1,5,1,14,1,1,0,26
0,1,0,55,2,1,5,0,9,1,1,0,26
0,1,1,57,4,1,5,1,8,1,0,0,26
0,1,1,59,1,1,5,0,8,1,1,0,26
0,1,1,52,1,1,5,0,10,1,1,0,26
0,1,1,51,2,1,5,0,12,1,1,0,26
0,0,0,52,2,1,5,1,11,1,0,0,26
0,1,1,53,3,1,5,0,11,1,0,0,26
0,1,0,50,3,1,5,1,9,1,1,0,26
0,1,1,55,3,1,5,0,10,1,1,0,26
0,1,1,68,2,1,5,1,10,1,1,0,26
1,1,1,53,4,1,5,0,8,1,0,0,26
0,1,1,55,1,1,5,1,11,1,1,0,26
0,1,1,48,1,1,5,1,9,1,1,0,27
0,1,0,58,2,1,5,1,13,1,0,0,27
0,1,0,67,2,1,5,1,12,1,0,0,27
0,1,0,60,3,1,5,1,11,1,1,0,27
0,1,1,73,1,1,5,0,9,1,1,0,27
0,1,1,61,1,1,5,0,10,1,1,0,27
0,0,1,48,3,1,5,0,12,1,1,0,27
0,1,1,54,2,1,5,0,10,1,0,0,27
0,1,1,66,1,1,5,0,12,1,1,0,27
0,1,1,57,1,1,5,1,12,1,0,0,27
1,1,0,50,2,1,5,1,10,1,0,0,27
0,1,0,61,2,1,5,0,10,1,1,0,27
0,1,1,65,1,1,5,0,11,1,1,0,27
0,1,0,53,2,1,5,1,9,1,1,0,27
0,1,0,58,3,1,5,0,11,1,1,0,27
0,1,1,52,3,1,5,0,6,1,0,0,27
0,1,1,64,1,1,5,0,9,1,1,0,27
0,1,1,50,2,1,5,1,8,1,0,0,27
0,1,1,67,5,1,5,0,11,1,1,0,27
0,1,1,44,1,1,5,0,10,1,0,0,27
0,1,0,45,1,1,4,1,10,5,0,0,28
0,1,1,61,2,1,4,0,10,5,1,0,28
0,1,0,48,2,1,4,0,10,5,0,0,28
0,0,1,46,1,1,4,1,10,5,0,0,28
1,1,0,34,3,1,4,0,8,5,0,0,28
0,0,1,44,5,1,4,1,8,5,1,0,28
0,1,1,49,3,1,4,1,9,5,1,0,28
0,1,0,40,5,1,4,0,9,5,0,0,28
0,1,1,54,5,1,4,1,11,5,1,0,28
0,1,1,52,2,1,4,0,10,5,0,0,28
0,1,0,61,2,1,4,0,9,5,1,0,28
1,1,1,35,2,1,4,1,6,5,0,0,28
0,1,0,40,4,1,4,0,3,5,0,0,28
0,1,0,43,1,1,4,1,9,5,1,0,28
0,1,0,40,4,1,4,1,8,5,1,0,28
0,1,0,51,2,1,4,0,8,5,1,0,28
1,1,1,53,3,1,4,0,9,4,0,0,29
0,1,0,45,1,1,4,1,10,4,0,0,29
0,1,0,41,2,1,4,1,5,4,0,0,29
1,0,0,50,3,1,4,0,10,4,0,0,29
0,1,0,50,2,1,4,1,10,4,1,0,29
0,1,0,45,2,1,4,0,10,4,1,0,29
0,1,0,46,2,1,4,1,9,4,0,0,29
1,1,0,43,3,1,4,0,3,4,0,0,29
0,1,1,60,3,1,4,1,10,4,0,0,29
0,1,0,57,2,1,4,1,11,4,1,0,29
1,1,0,43,2,1,4,1,6,4,0,0,29
0,1,1,36,1,1,4,0,11,4,0,0,29
1,1,0,49,2,1,4,0,9,4,0,0,29
0,1,1,43,2,1,4,0,8,4,0,0,29
0,1,0,53,2,1,5,1,9,1,0,1,30
0,1,0,67,1,1,5,0,12,1,1,1,30
0,1,1,59,3,1,5,0,12,1,0,1,30
0,1,0,67,2,1,5,0,13,1,0,1,30
0,1,0,47,2,1,5,1,9,1,1,1,30
0,1,0,62,1,1,5,0,12,1,1,1,30
0,1,0,51,2,1,5,1,9,1,1,1,30
0,1,1,59,2,1,5,1,11,1,1,1,30
0,1,0,35,2,1,5,1,12,1,1,1,30
0,1,0,48,3,1,5,1,11,1,1,1,30
0,1,1,58,2,1,5,1,10,1,0,1,30
0,1,0,61,1,1,5,1,12,1,1,1,30
0,1,0,59,3,1,5,1,12,1,1,1,30
0,1,0,68,1,1,5,0,13,1,1,1,30
0,1,0,62,2,1,5,0,10,1,1,1,30
0,1,0,47,1,1,5,1,9,1,1,1,30
0,1,1,50,1,1,5,1,12,1,1,1,30
0,1,1,56,1,1,5,1,12,1,1,1,30
0,1,0,63,1,1,5,0,11,1,1,1,30
0,1,0,44,3,1,5,1,12,1,0,1,30
1,1,1,56,1,1,5,0,10,1,1,1,30
0,1,0,47,3,1,5,1,10,1,0,1,30
0,1,1,50,2,1,5,0,13,1,1,1,30
0,0,0,37,3,1,4,1,7,6,0,0,31
0,1,0,38,2,1,4,1,10,6,0,0,31
1,1,0,46,2,1,4,0,8,6,0,0,31
1,0,1,50,3,1,4,0,10,6,0,0,31
0,1,1,40,3,1,4,1,6,6,0,0,31
0,1,0,52,3,1,4,1,8,6,0,0,31
0,0,1,37,1,1,4,0,9,6,0,0,31
0,1,0,41,4,1,4,0,7,6,0,0,31
0,1,1,34,3,1,4,0,8,6,0,0,31
0,1,1,54,3,1,4,0,7,6,1,0,31
0,1,0,44,3,1,4,1,7,6,1,0,31
0,1,0,42,2,1,4,1,7,6,0,0,31
0,1,0,52,3,1,4,0,8,6,0,0,31
0,1,1,46,3,1,4,0,8,6,0,0,31
0,1,1,38,2,1,4,1,9,6,1,0,31
0,0,0,67,2,1,4,1,5,1,1,0,32
0,1,0,66,2,1,4,0,10,1,1,0,32
0,1,0,58,1,1,4,1,9,1,1,0,32
