"time","gasprice"
1995.01923076923,110.7
1995.03846153846,110.6
1995.0576923077,110.6
1995.07692307693,110
1995.09615384616,109.2
1995.11538461539,108.1
1995.13461538462,107.3
1995.15384615385,106.2
1995.17307692308,106
1995.19230769231,105.9
1995.21153846154,105.6
1995.23076923077,105.7
1995.25,105.8
1995.26923076923,105.7
1995.28846153846,107.2
1995.3076923077,107.5
1995.32692307693,107.7
1995.34615384616,108.6
1995.36538461539,109.2
1995.38461538462,108.4
1995.40384615385,107.9
1995.42307692308,107.6
1995.44230769231,107.3
1995.46153846154,107.8
1995.48076923077,109.9
1995.5,111.5
1995.51923076923,111.6
1995.53846153846,112.8
1995.5576923077,115.8
1995.57692307693,117.2
1995.59615384616,119.5
1995.61538461539,123.4
1995.63461538462,124.3
1995.65384615385,125.7
1995.67307692308,125.9
1995.69230769231,126.2
1995.71153846154,126.9
1995.73076923077,126
1995.75,125.2
1995.76923076923,124.7
1995.78846153846,124.1
1995.8076923077,123
1995.82692307693,121.9
1995.84615384616,121.7
1995.86538461539,121.5
1995.88461538462,121.5
1995.90384615385,120.9
1995.92307692308,119.9
1995.94230769231,119.6
1995.96153846154,119.9
1995.98076923077,120.1
1996,119.3
1996.01923076923,120.1
1996.03846153846,120.3
1996.0576923077,120.3
1996.07692307693,119.9
1996.09615384616,119.1
1996.11538461539,120.3
1996.13461538462,120.5
1996.15384615385,121.7
1996.17307692308,122.5
1996.19230769231,122.9
1996.21153846154,123.8
1996.23076923077,124.6
1996.25,124.2
1996.26923076923,124.1
1996.28846153846,123.3
1996.3076923077,122.7
1996.32692307693,122.4
1996.34615384616,122
1996.36538461539,123.5
1996.38461538462,123.6
1996.40384615385,123.2
1996.42307692308,123
1996.44230769231,122.7
1996.46153846154,122
1996.48076923077,121.7
1996.5,120.8
1996.51923076923,119.9
1996.53846153846,119.1
1996.5576923077,119.6
1996.57692307693,119.1
1996.59615384616,119.2
1996.61538461539,118.7
1996.63461538462,118.8
1996.65384615385,118.5
1996.67307692308,118.2
1996.69230769231,118.2
1996.71153846154,119.5
1996.73076923077,120.4
1996.75,120.6
1996.76923076923,119.8
1996.78846153846,118.9
1996.8076923077,117.9
1996.82692307693,117.1
1996.84615384616,116.9
1996.86538461539,116.5
1996.88461538462,117
1996.90384615385,116.4
1996.92307692308,118.5
1996.94230769231,121.9
1996.96153846154,121.8
1996.98076923077,123
1997,122.9
1997.01923076923,122.7
1997.03846153846,121.9
1997.05769230769,120.8
1997.07692307693,119.5
1997.09615384616,119.5
1997.11538461539,118.7
1997.13461538462,117.8
1997.15384615385,116.8
1997.17307692308,116.3
1997.19230769231,116.4
1997.21153846154,115.6
1997.23076923077,115
1997.25,114
1997.26923076923,112.8
1997.28846153846,111.8
1997.30769230769,110.8
1997.32692307693,109.9
1997.34615384616,108.9
1997.36538461539,108.3
1997.38461538462,107.2
1997.40384615385,105.5
1997.42307692308,105.1
1997.44230769231,104.5
1997.46153846154,103.2
1997.48076923077,103.8
1997.5,102.5
1997.51923076923,101.7
1997.53846153846,100.6
1997.55769230769,99.8
1997.57692307693,102.6
1997.59615384616,102.3
1997.61538461539,101.8
1997.63461538462,102.1
1997.65384615385,103.2
1997.67307692308,103.8
1997.69230769231,105.2
1997.71153846154,105.5
1997.73076923077,105.2
1997.75,104.7
1997.76923076923,106
1997.78846153846,104.9
1997.80769230769,104.1
1997.82692307693,104.2
1997.84615384616,104.1
1997.86538461539,103.7
1997.88461538462,104.4
1997.90384615385,103.5
1997.92307692308,102.3
1997.94230769231,101.8
1997.96153846154,101.1
1997.98076923077,100.4
1998,99.8
1998.01923076923,99.1
1998.03846153846,98.7
1998.05769230769,99.9
1998.07692307693,99.9
1998.09615384616,100.6
1998.11538461539,101
1998.13461538462,100.7
1998.15384615385,100.1
1998.17307692308,99.7
1998.19230769231,99.4
1998.21153846154,98.1
1998.23076923077,97.1
1998.25,95.4
1998.26923076923,93.3
1998.28846153846,92.3
1998.30769230769,92.1
1998.32692307693,91.4
1998.34615384616,91.3
1998.36538461539,92
1998.38461538462,92.1
1998.40384615385,91.3
1998.42307692308,90.8
1998.44230769231,90.7
1998.46153846154,89.9
1998.48076923077,88.5
1998.5,89.1
1998.51923076923,90
1998.53846153846,95.8
1998.55769230769,99.9
1998.57692307693,105.5
1998.59615384616,108.7
1998.61538461539,110.7
1998.63461538462,110.3
1998.65384615385,109.9
1998.67307692308,110.7
1998.69230769231,110.9
1998.71153846154,111.2
1998.73076923077,110.1
1998.75,108.8
1998.76923076923,109.2
1998.78846153846,108.8
1998.80769230769,110.5
1998.82692307693,109.5
1998.84615384616,111
1998.86538461539,112.3
1998.88461538462,114.8
1998.90384615385,117.2
1998.92307692308,117.2
1998.94230769231,118.3
1998.96153846154,121.4
1998.98076923077,121.2
1999,121.4
1999.01923076923,122.3
1999.03846153846,123.4
1999.05769230769,125.2
1999.07692307693,124.8
1999.09615384616,124.2
1999.11538461539,123.4
1999.13461538462,122
1999.15384615385,122.5
1999.17307692308,121.8
1999.19230769231,122.2
1999.21153846154,124
1999.23076923077,125.8
1999.25,126.2
1999.26923076923,126
1999.28846153846,126.3
1999.30769230769,125.7
1999.32692307692,126.3
1999.34615384616,126
1999.36538461539,125.2
1999.38461538462,126.8
1999.40384615385,130.7
1999.42307692308,130.7
1999.44230769231,131.9
1999.46153846154,135
1999.48076923077,140
1999.5,141.3
1999.51923076923,149
1999.53846153846,151.1
1999.55769230769,150.8
1999.57692307692,148.4
1999.59615384616,147.8
1999.61538461539,144.7
1999.63461538462,141.5
1999.65384615385,140.6
1999.67307692308,138.6
1999.69230769231,142.7
1999.71153846154,146.6
1999.73076923077,149.4
1999.75,150.9
1999.76923076923,153.5
1999.78846153846,160.7
1999.80769230769,166.4
1999.82692307692,164.1
1999.84615384616,160.6
1999.86538461539,157.1
1999.88461538462,152.1
1999.90384615385,149.9
1999.92307692308,144.7
1999.94230769231,143.7
1999.96153846154,142
1999.98076923077,144.4
2000,145.6
2000.01923076923,150.2
2000.03846153846,153.5
2000.05769230769,153.9
2000.07692307692,152.5
2000.09615384616,149.8
2000.11538461539,147.3
2000.13461538462,151.6
2000.15384615385,153.2
2000.17307692308,152.3
2000.19230769231,150.2
2000.21153846154,150.1
2000.23076923077,148.7
2000.25,148.9
2000.26923076923,146.4
2000.28846153846,142.5
2000.30769230769,139.6
2000.32692307692,138.8
2000.34615384616,137.7
2000.36538461539,140
2000.38461538462,145.8
2000.40384615385,145.6
2000.42307692308,144.6
2000.44230769231,142.6
2000.46153846154,146
2000.48076923077,142.9
2000.5,141
2000.51923076923,139.3
2000.53846153846,138.7
2000.55769230769,137.7
2000.57692307692,137.9
2000.59615384616,141.1
2000.61538461539,146.9
2000.63461538462,153.5
2000.65384615385,158.6
2000.67307692308,158.5
2000.69230769231,165.9
2000.71153846154,166.3
2000.73076923077,163.7
2000.75,165.6
2000.76923076923,163
2000.78846153846,158
2000.80769230769,152.6
2000.82692307692,145.4
2000.84615384616,138.4
2000.86538461539,135
2000.88461538462,133
2000.90384615385,131.8
2000.92307692308,131.9
2000.94230769231,131.9
2000.96153846154,134.7
2000.98076923077,139.9
2001,148
2001.01923076923,153.8
2001.03846153846,151.1
2001.05769230769,151.6
2001.07692307692,146
2001.09615384616,138.1
2001.11538461539,131
2001.13461538462,126.4
2001.15384615385,122.1
2001.17307692308,119.3
2001.19230769231,117
2001.21153846154,114.7
2001.23076923077,114
2001.25,109.7
2001.26923076923,108.4
2001.28846153846,107.5
2001.30769230769,104.2
2001.32692307692,106.3
2001.34615384616,109.6
2001.36538461539,110.9
2001.38461538462,109.9
2001.40384615385,108.7
2001.42307692308,108.1
2001.44230769231,109.8
2001.46153846154,108.5
2001.48076923077,108.9
2001.5,108.7
2001.51923076923,111.8
2001.53846153846,119.4
2001.55769230769,126.2
2001.57692307692,130.8
2001.59615384616,133.9
2001.61538461539,138.2
2001.63461538462,136.8
2001.65384615385,136.7
2001.67307692308,135.3
2001.69230769231,135.6
2001.71153846154,134.9
2001.73076923077,136
2001.75,134.8
2001.76923076923,135.3
2001.78846153846,133.2
2001.80769230769,133.5
2001.82692307692,134.2
2001.84615384615,135.7
2001.86538461539,134.5
2001.88461538462,136.1
2001.90384615385,138.1
2001.92307692308,137.6
2001.94230769231,135.5
2001.96153846154,135.5
2001.98076923077,135.7
2002,136.5
2002.01923076923,135.3
2002.03846153846,135.5
2002.05769230769,136.7
2002.07692307692,135.7
2002.09615384615,138.5
2002.11538461539,141.6
2002.13461538462,142.2
2002.15384615385,144.3
2002.17307692308,142.7
2002.19230769231,142.7
2002.21153846154,140.6
2002.23076923077,137
2002.25,133.6
2002.26923076923,131.6
2002.28846153846,131.6
2002.30769230769,132.2
2002.32692307692,137.1
2002.34615384615,141.7
2002.36538461539,141.2
2002.38461538462,142.3
2002.40384615385,142.2
2002.42307692308,143.7
2002.44230769231,149.9
2002.46153846154,158.2
2002.48076923077,163
2002.5,161.7
2002.51923076923,164.1
2002.53846153846,166.3
2002.55769230769,167.3
2002.57692307692,162.6
2002.59615384615,157.7
2002.61538461539,155.7
2002.63461538462,152.1
2002.65384615385,150.4
2002.67307692308,148.6
2002.69230769231,144.1
2002.71153846154,142.7
2002.73076923077,144.4
2002.75,143.9
2002.76923076923,142.8
2002.78846153846,145.6
2002.80769230769,148
2002.82692307692,145.1
2002.84615384615,144.3
2002.86538461539,144.8
2002.88461538462,148.9
2002.90384615385,149.6
2002.92307692308,148.8
2002.94230769231,151.6
2002.96153846154,155
2002.98076923077,159.4
2003,169.3
2003.01923076923,168.8
2003.03846153846,165.3
2003.05769230769,163.6
2003.07692307692,158
2003.09615384615,152.4
2003.11538461539,151.1
2003.13461538462,151.5
2003.15384615385,152.7
2003.17307692308,149.9
2003.19230769231,149.4
2003.21153846154,146.4
2003.23076923077,145.9
2003.25,147.8
2003.26923076923,145.4
2003.28846153846,144.1
2003.30769230769,143.3
2003.32692307692,145.9
2003.34615384615,145.4
2003.36538461539,149.2
2003.38461538462,154.4
2003.40384615385,157.9
2003.42307692308,160.4
2003.44230769231,159.1
2003.46153846154,160.9
2003.48076923077,161.7
