"trt","age","educ","black","hisp","marr","nodeg","re74","re75","re78"
0,19,12,1,0,0,0,0,0,0
0,32,8,1,0,0,1,0,0,7152.132
0,30,9,0,0,0,1,NA,3141.917,1320.923
0,20,9,0,1,0,1,0,0,8329.823
0,23,10,1,0,0,1,0,0,0
0,38,10,1,0,0,1,0,0,12429.91
0,22,8,1,0,0,1,NA,6150.52,0
0,21,12,1,0,0,0,NA,449.0479,0
0,24,11,1,0,0,1,0,0,0
0,21,8,1,0,0,1,NA,2237.208,1764.108
0,23,11,1,0,0,1,0,0,5088.76
0,24,10,0,1,0,1,NA,3000.838,5350.038
0,20,7,0,1,0,1,0,0,4374.04
0,21,11,1,0,0,1,0,0,1553.291
0,25,10,1,0,0,1,0,0,0
0,22,11,1,0,1,1,0,0,1698.304
0,23,11,1,0,0,1,0,0,0
0,25,13,1,0,0,0,NA,10240.36,10020.72
0,24,12,0,0,0,0,0,0,11294.63
0,29,11,1,0,0,1,0,0,0
0,24,11,1,0,0,1,0,0,14626.39
0,21,11,1,0,1,1,NA,7652.12,8396.654
0,34,11,1,0,0,1,NA,8912.484,5611.866
0,22,9,1,0,0,1,0,0,12898.38
0,31,13,1,0,0,0,NA,10393.61,7404.762
0,28,11,1,0,0,1,0,0,5767.133
0,25,11,1,0,0,1,NA,3649.769,0
0,24,9,1,0,0,1,NA,1275.356,8644.427
0,18,10,0,1,0,1,0,0,6527.919
0,26,10,1,0,0,1,0,0,3931.238
0,25,10,1,0,0,1,0,0,20942.24
0,24,10,1,0,0,1,0,0,0
0,26,5,1,0,0,1,0,0,0
0,36,10,1,0,0,1,0,0,14690.35
0,19,10,0,1,0,1,NA,1197.462,11223.72
0,22,11,1,0,0,1,0,0,0
0,25,12,1,0,0,0,0,0,3418.097
0,27,11,1,0,0,1,0,0,11197.34
0,29,8,1,0,0,1,0,0,0
0,24,12,1,0,0,0,0,0,0
0,22,10,1,0,0,1,0,0,0
0,24,7,1,0,0,1,0,0,1455.69
0,21,11,1,0,0,1,NA,1862.889,11630.66
0,29,12,1,0,0,0,0,0,1890.937
0,25,11,0,1,1,1,0,0,4485.616
0,30,12,1,0,0,0,0,0,13613.35
0,22,8,1,0,0,1,0,0,1390.509
0,26,12,1,0,0,0,NA,7322.037,4677.049
0,55,3,1,0,0,1,0,0,5843.796
0,20,10,1,0,0,1,0,0,8598.522
0,34,11,1,0,0,1,0,0,2920.199
0,22,11,1,0,0,1,NA,2707.372,100.6998
0,22,12,1,0,0,0,0,0,0
0,32,12,0,1,1,0,0,0,6735.32
0,31,10,1,0,0,1,0,0,0
0,19,11,1,0,0,1,NA,8870.879,7396.292
0,18,9,1,0,0,1,0,0,0
0,50,10,0,1,0,1,0,0,0
0,18,9,1,0,0,1,NA,2138.094,5767.704
0,25,11,1,0,1,1,0,0,44.75546
0,23,10,1,0,1,1,0,0,0
0,26,12,1,0,0,0,NA,8479.593,10820.55
0,23,11,1,0,0,1,NA,29897.19,23483.45
0,20,8,0,1,0,1,NA,1124.801,11731.2
0,38,10,1,0,0,1,0,0,0
0,27,13,1,0,0,0,NA,8797.348,1653.481
0,25,10,1,0,1,1,0,0,3701.812
0,37,10,1,0,0,1,NA,8606.743,0
0,42,10,1,0,0,1,0,0,6930.336
0,39,12,1,0,1,0,0,0,3795.799
0,34,13,1,0,1,0,0,0,5193.247
0,24,7,1,0,0,1,0,0,2193.528
0,22,10,1,0,0,1,NA,1765.676,0
0,32,11,1,0,0,1,0,0,11120.53
0,27,13,1,0,0,0,0,0,7609.518
0,18,9,1,0,0,1,NA,2006.629,6546.01
0,26,10,1,0,0,1,0,0,2169.027
0,27,9,0,1,0,1,NA,1596.762,6723.414
0,19,9,1,0,0,1,NA,902.4565,1914.414
0,44,11,1,0,0,1,0,0,0
0,29,12,1,0,0,0,NA,1359.347,132.76
0,25,11,1,0,0,1,0,0,1264.232
0,22,7,1,0,0,1,NA,13503.77,11607.09
0,25,12,1,0,0,0,0,0,0
0,29,14,1,0,0,0,NA,3357.185,7226.049
0,28,12,1,0,1,0,0,0,0
0,32,10,1,0,0,1,0,0,0
0,22,10,1,0,0,1,0,0,0
0,19,9,1,0,0,1,0,0,5712.643
0,31,10,1,0,1,1,0,0,0
0,23,11,1,0,0,1,0,0,0
0,35,10,1,0,0,1,NA,9902.763,9453.827
0,33,11,1,0,0,1,0,0,0
0,27,10,1,0,0,1,0,0,1184.882
0,20,11,1,0,0,1,NA,3470.389,7896.707
0,27,9,1,0,0,1,NA,2129.016,0
0,29,11,1,0,1,1,0,0,10225.88
0,20,11,1,0,0,1,NA,2531.311,0
0,26,14,1,0,1,0,NA,2025.566,0
0,19,8,0,1,0,1,NA,1087.803,2987.101
0,23,10,1,0,0,1,0,0,0
0,25,9,1,0,1,1,0,0,4715.371
0,25,10,1,0,0,1,0,0,289.7899
0,19,11,1,0,0,1,NA,1868.021,0
0,24,10,1,0,0,1,0,0,0
0,28,8,0,0,0,1,0,0,8190.421
0,28,10,1,0,0,1,NA,4479.587,128.672
0,32,12,1,0,0,0,NA,12419.18,10673.7
0,26,6,1,0,0,1,0,0,4813.05
0,30,14,1,0,1,0,0,0,7344.678
0,25,10,1,0,1,1,0,0,0
0,29,11,1,0,1,1,0,0,0
0,21,14,1,0,0,0,NA,5926.795,29408.04
0,25,12,1,0,1,0,0,0,0
0,25,7,0,1,0,1,NA,1177.118,9722.349
0,28,13,1,0,0,0,0,0,0
0,23,11,1,0,0,1,0,0,4350.907
0,54,11,1,0,0,1,0,0,7812.522
0,33,5,0,1,0,1,0,0,0
0,27,11,1,0,1,1,NA,20035.26,9074.764
0,20,8,1,0,0,1,0,0,3644.655
0,25,11,1,0,1,1,NA,3266.406,479.2677
0,28,10,1,0,0,1,NA,10068.4,0
0,45,9,1,0,0,1,0,0,4844.803
0,39,6,1,0,0,1,0,0,0
0,26,12,1,0,0,0,0,0,0
0,20,12,1,0,0,0,NA,4932.215,6086.966
0,23,10,1,0,0,1,0,0,0
0,27,12,0,0,0,0,0,0,14792.9
0,33,9,0,1,1,1,0,0,0
0,24,9,1,0,0,1,NA,4118.681,597.42
0,28,10,0,0,1,1,NA,6346.193,6793.077
0,25,10,1,0,1,1,0,0,0
0,23,8,1,0,0,1,0,0,3746.701
0,25,8,1,0,1,1,NA,515.8274,14281.31
0,18,8,1,0,0,1,0,0,1568.15
0,20,11,1,0,0,1,NA,1650.461,278.8751
0,24,12,1,0,0,0,NA,8100.533,11235.11
0,20,11,0,0,1,1,NA,8159.507,6336.783
0,17,8,1,0,0,1,0,0,7010.444
0,19,9,0,1,0,1,0,0,3811.683
0,18,8,0,1,0,1,0,0,10798.56
0,21,12,0,0,0,0,NA,5440.815,11544.01
0,18,11,1,0,0,1,0,0,4657.273
0,17,11,1,0,0,1,0,0,8551.533
0,21,10,1,0,1,1,NA,1785.18,6831.106
0,19,10,1,0,0,1,0,0,4309.878
0,25,10,1,0,1,1,NA,11696.37,11127.28
0,19,10,1,0,0,1,0,0,5286.396
0,18,9,1,0,0,1,0,0,12486.17
0,18,9,1,0,0,1,0,0,10877.35
0,18,10,1,0,0,1,0,0,202.2847
0,17,10,1,0,0,1,0,0,2657.705
0,22,11,1,0,0,1,NA,875.2615,9139.652
0,18,7,1,0,0,1,0,0,4132.577
0,18,11,1,0,0,1,0,0,11303.14
0,19,10,0,1,0,1,0,0,0
0,38,10,1,0,1,1,NA,14701.95,4393.523
0,18,9,1,0,0,1,0,0,0
0,17,10,1,0,0,1,0,0,0
0,29,11,1,0,0,1,NA,3256.165,3290.293
0,26,9,1,0,0,1,NA,6955.054,11856.88
0,17,10,1,0,0,1,0,0,2189.426
0,24,11,1,0,0,1,NA,13370.58,19533.88
0,19,11,1,0,0,1,0,0,0
0,23,11,0,0,0,1,NA,19995.64,12896.22
0,25,13,1,0,0,0,NA,3751.048,1672.776
0,20,9,1,0,0,1,NA,9164.449,8924.395
0,17,8,0,0,0,1,0,0,10210.99
0,29,12,0,0,0,0,NA,12205.14,16328.96
0,18,10,1,0,0,1,0,0,11048.08
0,18,9,1,0,0,1,0,0,0
0,17,8,1,0,0,1,0,0,8993.865
0,22,12,1,0,1,0,NA,9352.199,8072.181
0,20,11,0,0,0,1,NA,1159.131,0
0,36,11,1,0,0,1,NA,7311.561,0
0,19,6,0,1,0,1,0,0,5071.801
0,19,10,0,0,0,1,0,0,3194.01
0,17,11,0,0,0,1,0,0,0
0,27,12,0,1,0,0,NA,24276.97,15762.88
0,20,9,1,0,0,1,0,0,5193.089
0,17,9,1,0,0,1,0,0,0
0,30,11,1,0,1,1,NA,24105.39,7263.025
0,31,8,1,0,0,1,NA,4577.68,6153.83
0,17,10,1,0,0,1,0,0,275.5661
0,26,10,1,0,1,1,NA,9107.431,12659.58
0,17,9,1,0,0,1,0,0,3590.702
0,25,11,1,0,0,1,NA,2455.067,8764.148
0,19,11,1,0,0,1,0,0,0
0,19,10,1,0,1,1,0,0,12797.67
0,20,9,1,0,0,1,0,0,2035.914
0,41,12,1,0,0,0,NA,9818.467,0
0,18,9,1,0,0,1,0,0,2389.679
0,18,11,1,0,0,1,0,0,0
0,17,10,0,1,0,1,0,0,8469.275
0,19,11,1,0,0,1,0,0,0
0,17,10,1,0,0,1,0,0,1143.387
0,17,9,0,1,0,1,0,0,5114.814
0,18,10,1,0,0,1,0,0,781.2243
0,34,12,1,0,0,0,NA,4087.214,5670.82
0,50,8,1,0,1,1,NA,5630.05,8997.193
0,31,11,1,0,0,1,NA,7505.213,308.3352
0,36,12,0,1,0,0,NA,11491.95,4978.501
0,21,9,1,0,0,1,591.4991,0,3343.224
0,24,12,0,0,1,0,NA,24294.75,665.7374
0,18,10,1,0,0,1,1563.249,0,9602.439
0,26,13,0,0,0,0,NA,5395.119,9766.2
0,28,11,0,0,0,1,NA,3200.912,7645.055
0,19,11,1,0,0,1,1626.623,0,0
0,23,10,1,0,1,1,NA,9854.153,0
0,24,9,1,0,0,1,2788.498,0,16461.57
0,28,11,0,1,1,1,3472.948,0,6771.622
0,25,11,1,0,0,1,5281.245,0,0
0,21,7,1,0,0,1,33799.95,0,11011.57
0,27,12,0,1,0,0,NA,2677.771,17395.17
0,39,11,1,0,0,1,0,83.68964,0
0,36,12,1,0,0,0,0,142.3973,0
0,31,11,1,0,0,1,NA,18291.41,0
0,24,12,1,0,0,0,0,159.8847,0
0,22,10,1,0,0,1,NA,13732.98,10770.96
0,17,11,1,0,0,1,989.2678,165.2077,4251.127
0,31,11,1,0,0,1,NA,6382.587,0
0,27,10,1,0,1,1,NA,11280.71,0
0,18,10,1,0,0,1,960.4268,240.1067,2891.668
0,18,10,1,0,0,1,0,273.5525,5514.365
0,27,12,1,0,0,0,NA,32984.25,10833.34
0,27,12,0,0,0,0,NA,5035.444,0
0,28,10,1,0,0,1,1471.293,367.8234,4858.895
0,26,8,1,0,1,1,NA,4084.258,0
0,23,9,1,0,1,1,NA,19289.85,7600.104
0,27,13,0,0,0,0,5214.306,474.5018,4812.576
0,31,12,0,0,0,0,0,494.643,0
0,36,7,1,0,0,1,NA,1606.662,20780.65
0,22,9,1,0,0,1,0,506.4076,604.1987
0,35,11,1,0,1,1,NA,8720.905,0
0,31,10,1,0,0,1,0,520.4463,14527.88
0,26,10,1,0,1,1,6140.367,558.7734,0
0,18,9,0,0,0,1,0,559.596,7300.498
0,23,11,1,0,0,1,6382.309,580.7901,0
0,20,12,1,0,0,0,0,591.8151,4159.919
0,19,10,1,0,0,1,0,604.1539,0
0,18,11,1,0,0,1,1064.699,645.2723,5497.591
0,17,10,1,0,0,1,0,664.569,0
0,25,11,1,0,0,1,NA,4284.429,4116.702
0,27,12,1,0,1,0,0,752.3901,0
0,27,11,1,0,0,1,3065.194,766.2986,0
0,26,8,0,0,1,1,NA,36941.27,30247.5
0,28,12,0,0,0,0,0,803.343,16477.02
0,25,10,0,0,0,1,NA,8140.402,3412.955
0,28,11,1,0,0,1,2431.949,863.4795,0
0,21,10,1,0,0,1,6661.063,1162.362,39483.53
0,20,12,0,0,0,0,NA,3104.815,12573.97
0,17,10,0,1,0,1,4905.119,1168.902,11306.27
0,17,9,0,1,0,1,NA,671.2271,4209.579
0,19,11,1,0,0,1,NA,5160.259,0
0,18,11,1,0,0,1,NA,4152.609,4164.767
0,26,11,1,0,0,1,4699.963,1174.991,6672.021
0,20,11,1,0,0,1,NA,3248.937,6027.639
0,29,9,1,0,0,1,0,1203.824,9378.653
0,20,10,1,0,0,1,NA,3677.588,557.7499
0,18,11,1,0,0,1,NA,2041.363,796.559
0,19,10,0,1,0,1,NA,2275.368,4335.159
0,17,10,0,1,0,1,1203.609,1239.628,5088.986
0,22,11,1,0,0,1,7914.131,1321.66,2639.29
0,24,11,1,0,0,1,0,1327.993,9495.902
0,20,12,1,0,0,0,557.6988,1371.473,20893.11
0,19,11,0,1,1,1,NA,308.2192,0
0,18,11,1,0,0,1,NA,8784.237,1824.377
0,19,11,1,0,0,1,NA,1615.901,8823.059
0,19,10,1,0,0,1,NA,963.9971,7047.08
0,18,12,1,0,0,0,0,1405.512,0
0,18,10,1,0,0,1,NA,1642.365,0
0,24,11,0,0,0,1,2669.725,1468.383,10361.69
0,21,9,0,0,0,1,2988.412,1577.167,1740.199
0,18,6,0,1,0,1,NA,6142.681,3825.308
0,30,8,1,0,0,1,0,1706.657,0
0,31,11,1,0,0,1,17711.88,1726.445,0
0,17,10,0,1,0,1,1442.681,1734.559,6354.194
0,19,9,1,0,0,1,8409.627,1778.089,7171
0,23,11,1,0,0,1,0,1896.023,5573.547
0,22,12,1,0,0,0,4380.017,2003.68,439.6881
0,29,12,1,0,0,0,22859.44,2080.209,16969.95
0,18,10,1,0,0,1,NA,2285.03,3268.938
0,18,11,1,0,0,1,NA,2292.171,4994.227
0,22,10,1,0,0,1,0,2174.955,5344.021
0,18,9,0,1,0,1,NA,2684.91,2978.669
0,29,13,1,0,0,0,718.2492,2265.579,2725.322
0,19,11,1,0,0,1,721.3406,2445.589,9772.283
0,18,9,0,1,0,1,NA,1646.51,1065.672
0,19,11,1,0,0,1,NA,393.8598,2481.518
0,18,7,0,1,1,1,NA,2672.202,6330.888
0,19,11,0,0,0,1,NA,823.2544,2649.599
0,18,8,0,1,0,1,NA,2483.852,11135.53
0,17,8,1,0,0,1,NA,1178.219,14380.17
0,17,9,1,0,0,1,0,2595.267,0
0,17,10,1,0,0,1,NA,1726.439,11061.62
0,18,10,1,0,0,1,1716.509,2682.125,0
0,20,10,1,0,0,1,NA,690.192,10864.88
0,18,10,1,0,0,1,NA,1428.144,11602.94
0,19,11,1,0,0,1,NA,705.1964,0
0,19,12,1,0,0,0,8417,2814.195,1720.907
0,20,6,1,0,0,1,6006.879,2850.61,0
0,33,11,1,0,0,1,10523.83,2899.82,18859.89
0,20,9,1,0,0,1,NA,2483.852,0
0,36,11,0,1,0,1,5443.734,3063.878,1324.542
0,25,11,1,0,0,1,15209.99,3072.726,284.6584
0,19,11,1,0,0,1,3504.014,3285.68,11195.93
0,17,11,1,0,0,1,NA,1156.797,6365.031
0,23,8,1,0,0,1,7724.283,3403.056,0
0,18,9,1,0,0,1,NA,490.4656,3480.847
0,17,11,1,0,0,1,4080.73,3796.029,0
0,43,10,1,0,0,1,2502.868,4128.443,7565.273
0,26,11,1,0,1,1,0,4184.732,0
0,27,11,1,0,1,1,0,4491.884,0
0,19,11,1,0,0,1,6337.492,4503.064,0
0,28,11,1,0,1,1,8593.163,5393.895,4974.586
0,17,8,1,0,0,1,NA,2036.79,0
0,19,9,0,1,0,1,NA,2750.841,15581.44
0,17,9,1,0,0,1,NA,620.9627,18085.73
0,19,10,1,0,0,1,NA,1428.144,4687.937
0,28,12,1,0,1,0,10585.13,5551.456,12780.02
0,20,11,1,0,0,1,NA,1633.202,1310.727
0,26,8,1,0,0,1,1126.29,5562.598,3523.578
0,31,12,1,0,0,0,0,5613.909,0
0,23,11,1,0,0,1,7617.362,5716.407,10274.84
0,20,12,1,0,0,0,7182.492,6004.728,4779.72
0,20,10,1,0,0,1,NA,2856.287,18347.26
0,28,10,1,0,1,1,8293.345,6449.48,16988.18
0,19,9,1,0,0,1,NA,2642.067,2652.625
0,18,10,1,0,0,1,NA,2456.994,13674.75
0,39,12,1,0,1,0,19785.32,6608.137,499.2572
0,21,8,1,0,0,1,39570.68,6608.304,3083.581
0,18,9,1,0,0,1,NA,1413.863,3475.52
0,22,11,1,0,0,1,8810.067,6974.484,3708.719
0,20,11,1,0,0,1,8009.164,7666.875,7659.218
0,21,11,0,1,0,1,2992.534,8920.471,20857.84
0,23,12,0,1,0,0,5721.696,8960.684,7078.178
0,20,9,1,0,0,1,NA,9691.033,8562.603
0,29,9,1,0,0,1,9268.943,9160.693,0
0,28,9,1,0,1,1,10222.41,9210.447,1239.844
0,17,10,0,0,0,1,NA,2465.613,4211.662
0,30,11,1,0,1,1,0,9311.938,3982.801
0,25,10,1,0,1,1,13519.97,9319.444,0
0,18,11,1,0,0,1,NA,1170.327,604.2287
0,18,10,0,1,1,1,NA,1922.625,4768.354
0,28,11,1,0,1,1,824.3889,10033.91,0
0,22,10,0,0,0,1,27864.36,10598.67,7094.92
0,20,10,1,0,0,1,NA,2749.977,6867.741
0,44,9,1,0,1,1,12260.78,10857.24,12359.31
0,21,9,1,0,0,1,31886.43,12357.22,0
0,19,9,1,0,0,1,NA,1537.929,4188.736
0,28,11,1,0,0,1,17491.45,13371.25,0
0,20,11,1,0,0,1,NA,8012.085,18155.83
0,17,8,1,0,0,1,NA,768.8102,3020.948
0,18,8,0,0,0,1,NA,1345.909,1725.592
0,20,10,1,0,0,1,NA,825.2301,0
0,29,9,0,1,0,1,9594.308,16341.16,16900.3
0,17,9,1,0,0,1,NA,1206.441,0
0,25,9,1,0,1,1,24731.62,16946.63,7343.964
0,22,10,0,0,1,1,25720.92,23031.98,5448.801
1,37,11,1,0,1,1,0,0,9930.046
1,22,9,0,1,0,1,0,0,3595.894
1,30,12,1,0,0,0,0,0,24909.45
1,27,11,1,0,0,1,0,0,7506.146
1,33,8,1,0,0,1,0,0,289.7899
1,22,9,1,0,0,1,0,0,4056.494
1,23,12,1,0,0,0,0,0,0
1,32,11,1,0,0,1,0,0,8472.158
1,22,16,1,0,0,0,0,0,2164.022
1,33,12,0,0,1,0,0,0,12418.07
1,19,9,1,0,0,1,0,0,8173.908
1,21,13,1,0,0,0,0,0,17094.64
1,18,8,1,0,0,1,0,0,0
1,27,10,1,0,1,1,0,0,18739.93
1,17,7,1,0,0,1,0,0,3023.879
1,19,10,1,0,0,1,0,0,3228.503
1,27,13,1,0,0,0,0,0,14581.86
1,23,10,1,0,0,1,0,0,7693.4
1,40,12,1,0,0,0,0,0,10804.32
1,26,12,1,0,0,0,0,0,10747.35
1,23,11,1,0,0,1,0,0,0
1,41,14,0,0,0,0,0,0,5149.501
1,38,9,0,0,0,1,0,0,6408.95
1,24,11,1,0,0,1,0,0,1991.4
1,18,10,1,0,0,1,0,0,11163.17
1,29,11,1,0,1,1,0,0,9642.999
1,25,11,1,0,0,1,0,0,9897.049
1,27,10,0,1,0,1,0,0,11142.87
1,17,10,1,0,0,1,0,0,16218.04
1,24,11,1,0,0,1,0,0,995.7002
1,17,10,1,0,0,1,0,0,0
1,48,4,1,0,0,1,0,0,6551.592
1,25,11,1,0,1,1,0,0,1574.424
1,20,12,1,0,0,0,0,0,0
1,25,12,1,0,0,0,0,0,3191.753
1,42,14,1,0,0,0,0,0,20505.93
1,25,5,1,0,0,1,0,0,6181.88
1,23,12,1,0,1,0,0,0,5911.551
1,46,8,1,0,1,1,0,0,3094.156
1,24,10,1,0,0,1,0,0,0
1,21,12,1,0,0,0,0,0,1254.582
1,19,9,0,0,0,1,0,0,13188.83
1,17,8,1,0,0,1,0,0,8061.485
1,18,8,0,1,1,1,0,0,2787.96
1,20,11,1,0,0,1,0,0,3972.54
1,25,11,1,0,1,1,0,0,0
1,17,8,1,0,0,1,0,0,0
1,17,9,1,0,0,1,0,0,0
1,25,5,1,0,0,1,0,0,12187.41
1,23,12,1,0,0,0,0,0,4843.176
1,28,8,1,0,0,1,0,0,0
1,31,11,1,0,1,1,0,0,8087.487
1,18,11,1,0,0,1,0,0,0
1,25,12,1,0,0,0,0,0,2348.973
1,30,11,1,0,1,1,0,0,590.7818
1,17,10,1,0,0,1,0,0,0
1,37,9,1,0,0,1,0,0,1067.506
1,41,4,1,0,1,1,0,0,7284.986
1,42,14,1,0,1,0,0,0,13167.52
1,22,11,0,0,0,1,0,0,1048.432
1,17,8,1,0,0,1,0,0,0
1,29,8,1,0,0,1,0,0,1923.938
1,35,10,1,0,0,1,0,0,4666.236
1,27,11,1,0,0,1,0,0,549.2984
1,29,4,1,0,0,1,0,0,762.9146
1,28,9,1,0,0,1,0,0,10694.29
1,27,11,1,0,0,1,0,0,0
1,23,7,0,0,0,1,0,0,0
1,45,5,1,0,1,1,0,0,8546.715
1,29,13,1,0,0,0,0,0,7479.656
1,27,9,1,0,0,1,0,0,0
1,46,13,1,0,0,0,0,0,647.2046
1,18,6,1,0,0,1,0,0,0
1,25,12,1,0,0,0,0,0,11965.81
1,28,15,1,0,0,0,0,0,9598.541
1,25,11,0,0,0,1,0,0,18783.35
1,22,12,1,0,0,0,0,0,18678.08
1,21,9,1,0,0,1,0,0,0
1,40,11,1,0,0,1,0,0,23005.6
1,22,11,1,0,0,1,0,0,6456.697
1,25,12,1,0,0,0,0,0,0
1,18,12,1,0,0,0,0,0,2321.107
1,38,12,0,0,0,0,0,0,4941.849
1,27,13,1,0,0,0,0,0,0
1,27,8,1,0,0,1,0,0,0
1,38,11,1,0,0,1,0,0,0
1,23,8,0,1,0,1,0,0,3881.284
1,26,11,1,0,0,1,0,0,17230.96
1,21,12,0,0,0,0,0,0,8048.603
1,25,8,1,0,0,1,0,0,0
1,31,11,1,0,1,1,0,0,14509.93
1,17,10,1,0,0,1,0,0,0
1,25,11,1,0,0,1,0,0,0
1,21,12,1,0,0,0,0,0,9983.784
1,44,11,1,0,0,1,0,0,0
1,25,12,0,0,0,0,0,0,5587.503
1,18,9,1,0,0,1,0,0,4482.845
1,42,12,1,0,0,0,0,0,2456.153
1,25,10,1,0,0,1,0,0,0
1,31,9,0,1,0,1,0,0,26817.6
1,24,10,1,0,0,1,0,0,0
1,26,10,1,0,0,1,0,0,9265.788
1,25,11,1,0,0,1,0,0,485.2298
1,18,11,1,0,0,1,0,0,4814.627
1,19,11,1,0,0,1,0,0,7458.105
1,43,9,1,0,0,1,0,0,0
1,27,13,1,0,0,0,0,0,34099.28
1,17,9,1,0,0,1,0,0,1953.268
1,30,11,1,0,0,1,0,0,0
1,26,10,1,0,1,1,2027.999,0,0
1,20,9,1,0,0,1,6083.994,0,8881.665
1,17,9,0,1,0,1,445.1704,74.34345,6210.67
1,20,12,1,0,0,0,989.2678,165.2077,0
1,18,11,1,0,0,1,858.2543,214.5636,929.8839
1,27,12,1,0,1,0,3670.872,334.0493,0
1,21,12,0,0,0,0,3670.872,334.0494,12558.02
1,27,12,1,0,0,0,2143.413,357.9499,22163.25
1,20,12,1,0,0,0,0,377.5686,1652.637
1,19,10,1,0,0,1,0,385.2741,8124.715
1,23,12,1,0,0,0,5506.308,501.0741,671.3318
1,29,14,1,0,0,0,0,679.6734,17814.98
1,18,10,1,0,0,1,0,798.9079,9737.154
1,19,9,1,0,0,1,0,798.9079,17685.18
1,27,13,0,0,1,0,9381.566,853.7225,0
1,18,11,0,0,0,1,3678.231,919.5579,4321.705
1,27,9,1,0,1,1,0,934.4454,1773.423
1,22,12,1,0,0,0,5605.852,936.1773,0
1,23,10,1,0,1,1,0,936.4386,11233.26
1,23,12,0,1,0,0,9385.74,1117.439,559.4432
1,20,11,1,0,0,1,3637.498,1220.836,1085.44
1,17,9,1,0,0,1,1716.509,1253.439,5445.2
1,17,10,1,0,0,1,NA,156.9491,10641.24
1,20,12,0,0,1,0,NA,8644.156,11656.51
1,17,9,1,0,0,1,NA,375.1047,3621.707
1,18,12,1,0,0,0,NA,562.657,0
1,21,11,0,1,0,1,NA,1395.39,0
1,30,11,1,0,0,1,NA,1913.034,0
1,18,11,0,1,0,1,NA,5491.535,2454.5
1,20,12,1,0,0,0,NA,9227.559,0
1,20,6,0,1,1,1,NA,10802.98,4488.495
1,20,10,1,0,0,1,NA,11073.09,0
1,25,8,1,0,0,1,NA,37431.66,2346.828
1,17,9,0,0,0,1,NA,1618.15,6011.021
1,18,10,0,1,0,1,NA,2589.042,0
1,19,9,0,1,0,1,NA,6511.124,7913.386
1,19,11,1,0,0,1,NA,192.7995,661.1924
1,27,10,0,1,0,1,NA,421.3024,3075.862
1,18,12,0,1,0,0,NA,535.5533,1115.86
