"wage","lwage","belavg","abvavg","exper","looks","union","goodhlth","black","female","married","south","bigcity","smllcity","service","expersq","educ"
3.65000009536743,1.29472720623016,0,1,14,4,0,1,0,1,1,0,1,0,1,196,16
13.0100002288818,2.56571841239929,0,1,15,4,1,1,0,0,1,0,1,0,1,225,17
6.96999979019165,1.94161522388458,0,0,18,3,1,1,0,0,0,0,0,0,1,324,17
7.69000005722046,2.03992080688477,0,0,21,3,1,1,0,1,1,1,0,1,1,441,17
6.73000001907349,1.90657520294189,0,0,15,3,0,1,0,0,1,1,0,1,1,225,16
5.13000011444092,1.63510572910309,0,0,10,3,1,1,0,1,0,0,0,0,1,100,17
2.14000010490417,0.760805904865265,0,1,6,4,0,1,0,1,1,0,0,1,1,36,16
4.53000020980835,1.51072204113007,1,0,8,2,1,1,0,1,1,0,0,1,1,64,14
9.10000038146973,2.20827436447144,1,0,18,2,0,1,0,1,0,1,1,0,1,324,17
9.77999973297119,2.28033947944641,0,0,15,3,1,1,0,1,0,0,0,1,1,225,17
3.63000011444092,1.28923273086548,0,1,11,4,0,1,0,1,1,0,1,0,1,121,13
7.21000003814697,1.97546899318695,0,0,20,3,1,0,1,1,1,0,1,0,1,400,17
10.6199998855591,2.36273908615112,0,0,18,3,1,1,0,1,1,0,0,1,1,324,17
4.61999988555908,1.53039467334747,0,0,10,3,1,1,0,1,1,0,0,1,1,100,17
6.53999996185303,1.87793719768524,0,0,26,3,1,1,0,1,0,1,0,0,1,676,14
12.1199998855591,2.4948570728302,0,0,35,3,1,0,0,1,0,0,1,0,1,1225,17
7.21000003814697,1.97546899318695,0,1,30,4,1,1,0,1,1,0,0,1,1,900,16
6.25,1.83258152008057,0,1,6,4,1,0,0,1,0,0,0,1,1,36,16
3.84999990463257,1.34807312488556,0,0,13,3,1,1,0,1,1,0,0,1,1,169,17
3.02999997138977,1.10856258869171,0,0,10,3,0,0,0,1,1,0,0,1,1,100,16
2.00999999046326,0.69813472032547,0,0,16,3,0,1,0,1,1,0,1,0,1,256,16
3.90000009536743,1.36097657680511,0,1,5,4,1,1,0,1,1,0,0,0,1,25,17
6.34999990463257,1.8484548330307,0,0,11,3,1,1,0,1,0,0,1,0,1,121,17
2,0.6931471824646,0,1,6,4,0,1,0,1,1,0,0,0,1,36,14
7.69000005722046,2.03992080688477,0,0,22,3,1,1,0,0,1,1,0,1,1,484,17
2.63000011444092,0.966983914375305,0,0,4,3,0,1,0,1,0,0,1,0,1,16,12
5,1.60943794250488,0,1,15,4,1,1,0,1,1,1,1,0,1,225,17
6.53999996185303,1.87793719768524,0,0,7,3,0,1,0,1,0,0,1,0,1,49,17
5.19000005722046,1.64673376083374,0,0,10,3,0,1,0,1,1,0,0,1,1,100,16
9.75,2.27726721763611,0,0,8,3,1,1,0,1,1,0,1,0,1,64,16
2.80999994277954,1.03318440914154,0,0,14,3,0,1,1,1,1,0,1,0,0,196,13
4.61999988555908,1.53039467334747,0,0,11,3,1,1,0,0,1,0,0,1,1,121,17
7.32999992370605,1.99197554588318,0,0,34,3,1,1,0,0,1,0,0,1,1,1156,17
7.69000005722046,2.03992080688477,0,1,12,4,1,1,0,0,1,0,0,0,1,144,17
3.25999999046326,1.18172717094421,0,0,10,3,1,1,0,0,1,0,0,0,1,100,17
5.76999998092651,1.75267207622528,1,0,11,2,0,1,0,1,0,0,0,1,1,121,17
5.59000015258789,1.72097933292389,0,1,8,4,1,1,0,0,0,0,0,1,1,64,17
5.13000011444092,1.63510572910309,0,0,28,3,0,1,1,0,0,0,0,0,1,784,16
14.7399997711182,2.69056487083435,1,0,24,2,1,1,0,0,1,0,1,0,1,576,17
3.67000007629395,1.30019164085388,0,0,8,3,1,1,0,1,0,0,0,0,1,64,17
9.72999954223633,2.27521395683289,0,1,13,4,0,1,0,0,1,0,0,0,1,169,17
3.46000003814697,1.24126863479614,0,0,4,3,1,1,0,0,1,0,0,0,1,16,13
6.36999988555908,1.85159945487976,0,1,43,4,1,1,0,0,1,0,0,1,1,1849,17
6.57999992370605,1.88403475284576,0,0,30,3,0,1,0,1,1,0,0,1,1,900,16
10.1499996185303,2.31747364997864,0,0,16,3,1,1,1,0,0,0,1,0,1,256,16
9.22999954223633,2.22245907783508,0,0,19,3,1,1,0,0,1,1,0,0,1,361,17
6.75,1.90954256057739,0,0,21,3,0,0,0,0,1,1,0,1,1,441,17
10.2200002670288,2.3243465423584,0,0,26,3,0,1,0,1,0,0,1,0,1,676,17
4.76000022888184,1.56024765968323,0,0,8,3,1,1,0,0,1,0,0,1,1,64,16
1.75999999046326,0.565313816070557,0,0,24,3,0,1,0,1,0,0,1,0,1,576,17
12.7299995422363,2.5439612865448,0,1,15,4,1,1,0,0,1,0,0,1,1,225,17
5.84999990463257,1.76644170284271,0,0,26,3,1,1,0,0,1,0,0,0,0,676,12
3.17000007629395,1.15373158454895,0,0,6,3,0,0,0,0,1,0,0,0,0,36,16
5.98999977111816,1.79009139537811,1,0,19,2,0,1,0,0,1,0,0,1,0,361,12
4.61999988555908,1.53039467334747,0,0,4,3,0,1,0,0,1,0,1,0,0,16,12
1.79999995231628,0.587786614894867,0,1,23,4,0,1,0,0,1,1,0,0,1,529,13
5.94999980926514,1.78339123725891,0,1,25,4,0,1,0,0,1,0,0,1,1,625,13
7.46000003814697,2.00955533981323,0,0,18,3,0,1,0,0,1,0,1,0,0,324,12
8.69999980926514,2.16332292556763,1,0,27,2,0,1,0,0,1,0,0,1,0,729,13
3.75,1.32175588607788,0,0,16,3,0,1,0,0,1,0,0,0,0,256,10
7.69000005722046,2.03992080688477,0,0,20,3,0,1,0,0,1,0,0,1,1,400,12
5.23999977111816,1.65632140636444,0,0,12,3,0,0,0,0,1,0,0,0,0,144,14
10.1000003814697,2.31253552436829,0,1,35,4,0,1,0,0,1,0,1,0,0,1225,12
3.75,1.32175588607788,1,0,36,1,0,1,0,0,0,0,0,1,0,1296,12
5.78999996185303,1.75613224506378,0,0,35,3,0,1,0,0,1,0,0,1,0,1225,13
5.05999994277954,1.62136650085449,0,0,5,3,0,1,0,0,1,0,0,1,1,25,17
7.96000003814697,2.07442903518677,0,1,15,4,1,1,0,0,1,0,0,1,0,225,13
12.8199996948242,2.55100631713867,0,0,44,3,1,1,0,0,1,0,1,0,0,1936,12
8.46000003814697,2.13534927368164,0,0,28,3,0,1,0,0,1,1,0,1,0,784,13
3.75999999046326,1.32441890239716,0,1,2,4,1,1,0,1,0,1,1,0,1,4,13
2.85999989509583,1.05082154273987,0,0,43,3,0,1,0,0,1,0,0,1,1,1849,12
11.8100004196167,2.46894669532776,0,0,30,3,1,1,0,0,1,0,1,0,0,900,10
7.69000005722046,2.03992080688477,0,0,26,3,0,1,0,0,1,0,0,1,0,676,12
7.21000003814697,1.97546899318695,0,0,40,3,1,0,0,0,1,0,1,0,0,1600,12
2.88000011444092,1.05779027938843,0,1,7,4,0,1,1,1,0,0,0,1,1,49,13
5.73000001907349,1.74571549892426,0,0,10,3,1,1,0,1,0,1,0,1,0,100,12
4.48999977111816,1.50185263156891,1,0,37,2,0,1,0,0,1,0,0,0,1,1369,12
9.56999969482422,2.25863313674927,0,1,27,4,1,1,0,0,1,0,0,1,1,729,17
3.60999989509583,1.28370773792267,0,0,5,3,0,1,0,0,1,0,1,0,1,25,17
7.76999998092651,2.05027008056641,1,0,14,2,0,1,0,0,1,0,0,0,0,196,13
9.22999954223633,2.22245907783508,1,0,16,2,0,1,0,0,0,0,1,0,0,256,16
5.57999992370605,1.71918880939484,0,0,4,3,0,1,0,0,1,0,0,1,0,16,17
5.34000015258789,1.67522573471069,0,0,39,3,0,1,0,0,1,0,1,0,1,1521,16
5.17000007629395,1.64287269115448,0,0,32,3,1,1,0,0,1,1,0,1,1,1024,12
6.40999984741211,1.85785925388336,0,1,16,4,0,1,0,0,1,1,0,0,1,256,17
7.40000009536743,2.00148010253906,0,1,10,4,0,1,0,1,0,0,0,1,1,100,17
6.75,1.90954256057739,0,1,15,4,0,1,0,0,1,0,0,1,0,225,17
8.46000003814697,2.13534927368164,0,1,10,4,0,1,0,0,1,1,0,1,1,100,17
4.6100001335144,1.5282279253006,0,0,10,3,0,1,0,1,0,0,0,0,0,100,13
8.60999965667725,2.15292429924011,0,0,12,3,0,0,0,1,1,1,0,1,0,144,12
5.23999977111816,1.65632140636444,0,1,4,4,0,1,0,0,0,0,0,0,0,16,16
15.3800001144409,2.73306798934937,0,0,12,3,0,1,0,0,0,1,1,0,0,144,17
2.36999988555908,0.862889885902405,0,1,15,4,0,1,0,1,1,0,0,1,0,225,12
6.71999979019165,1.90508806705475,0,1,37,4,0,1,0,1,0,1,1,0,0,1369,12
9.39999961853027,2.24070954322815,0,1,23,4,0,1,0,0,1,0,0,1,0,529,14
7.84000015258789,2.05923891067505,0,0,15,3,0,1,0,0,1,0,0,1,0,225,16
15,2.70805025100708,0,1,10,4,0,1,0,0,0,0,1,0,0,100,17
4.69999980926514,1.54756247997284,0,1,14,4,0,1,0,1,1,0,0,1,0,196,12
11.2799997329712,2.42303133010864,0,0,17,3,0,1,0,0,0,1,1,0,0,289,13
11.9700002670288,2.48240351676941,0,0,24,3,0,1,0,0,1,0,0,1,0,576,16
13.9899997711182,2.63834285736084,0,1,13,4,0,1,0,0,1,1,0,0,0,169,17
3,1.0986123085022,0,0,5,3,0,1,0,1,1,1,0,1,0,25,13
3.41000008583069,1.22671234607697,0,0,20,3,0,1,0,1,1,0,0,1,0,400,12
9.61999988555908,2.26384425163269,0,1,29,4,0,1,0,0,1,0,0,1,0,841,14
6.73000001907349,1.90657520294189,0,1,10,4,0,1,0,0,0,0,1,0,0,100,16
9.61999988555908,2.26384425163269,0,0,36,3,0,1,0,0,1,1,1,0,1,1296,13
5.19000005722046,1.64673376083374,0,0,15,3,0,1,0,1,1,0,0,0,1,225,13
4.61999988555908,1.53039467334747,0,0,26,3,0,1,0,1,1,0,0,0,1,676,12
5.03000020980835,1.61541998386383,0,1,13,4,0,1,0,1,1,0,0,0,1,169,14
9.84000015258789,2.2864556312561,0,0,26,3,0,1,0,0,1,0,0,1,0,676,14
5.28999996185303,1.6658182144165,0,0,9,3,1,1,0,0,1,0,0,1,0,81,12
10.9899997711182,2.39698576927185,1,0,40,1,0,1,0,0,1,0,0,1,0,1600,12
7.07999992370605,1.95727384090424,0,0,28,3,1,0,0,0,1,0,1,0,0,784,16
8.17000007629395,2.10046887397766,1,0,12,2,0,1,0,0,0,0,1,0,0,144,16
5.88000011444092,1.77155673503876,0,1,25,4,0,1,0,1,1,0,0,0,1,625,13
7.92000007629395,2.06939125061035,0,1,18,4,0,1,0,1,1,0,0,1,0,324,13
4.44000005722046,1.49065434932709,0,0,9,3,0,1,0,0,0,0,0,1,0,81,17
6.6399998664856,1.89311194419861,0,0,9,3,1,1,0,0,1,0,0,0,0,81,13
15.8000001907349,2.76001000404358,0,1,30,4,0,0,0,0,1,0,0,1,0,900,17
9.22999954223633,2.22245907783508,0,0,40,3,0,1,0,1,0,0,1,0,0,1600,14
12.8199996948242,2.55100631713867,0,0,36,3,0,1,0,0,1,0,1,0,0,1296,17
14.1800003051758,2.65183258056641,0,1,30,4,0,1,0,0,1,0,0,1,0,900,16
11.539999961853,2.44581913948059,0,0,27,3,1,1,0,0,1,0,1,0,1,729,12
9.39999961853027,2.24070954322815,0,0,22,3,1,1,0,0,1,0,0,1,1,484,12
10.3900003433228,2.34084391593933,0,0,40,3,1,1,0,0,1,1,0,1,0,1600,13
5.53999996185303,1.71199452877045,0,0,40,3,0,1,1,0,1,0,1,0,1,1600,12
7.8600001335144,2.06178665161133,0,0,21,3,0,1,0,0,1,0,1,0,0,441,14
8.17000007629395,2.10046887397766,0,0,36,3,1,0,0,0,1,1,0,0,0,1296,13
4.05000019073486,1.39871692657471,0,1,16,4,0,1,0,1,1,0,0,1,1,256,12
7.80999994277954,2.05540490150452,0,0,36,3,1,0,0,0,1,0,1,0,0,1296,10
2.55999994277954,0.940007209777832,0,0,18,3,0,1,0,0,1,0,0,0,0,324,13
12.9799995422363,2.56340956687927,0,1,11,4,0,1,0,0,0,1,0,0,0,121,16
41.6699981689453,3.72978138923645,0,1,16,4,0,0,0,0,1,0,0,1,0,256,13
4.80999994277954,1.57069706916809,0,1,12,4,0,1,0,1,1,0,0,0,0,144,13
1.32000005245209,0.277631789445877,0,0,2,3,1,1,0,0,1,0,0,1,0,4,10
3.71000003814697,1.31103193759918,0,0,4,3,0,1,0,0,0,0,1,0,0,16,16
4.80999994277954,1.57069706916809,0,0,21,3,1,1,0,0,1,0,1,0,1,441,16
4.67999982833862,1.54329812526703,0,0,4,3,0,1,0,0,0,0,1,0,0,16,12
8.21000003814697,2.10535287857056,1,0,32,2,1,1,0,1,0,1,0,0,1,1024,17
4.03000020980835,1.39376640319824,0,0,7,3,0,1,0,1,0,0,1,0,0,49,16
4.80999994277954,1.57069706916809,0,0,5,3,0,0,0,0,0,0,1,0,0,25,13
15.6300001144409,2.749192237854,0,0,23,3,0,1,0,0,1,1,1,0,0,529,16
7.69000005722046,2.03992080688477,0,0,23,3,1,1,0,0,1,0,1,0,0,529,5
7.17000007629395,1.96990561485291,0,0,14,3,0,1,0,0,1,0,0,1,0,196,13
8.07999992370605,2.0893919467926,0,1,13,4,0,1,0,0,1,0,0,1,0,169,16
9.02999973297119,2.20055222511292,0,0,28,3,0,1,0,0,1,0,0,1,0,784,13
6.75,1.90954256057739,0,1,35,4,0,1,0,0,1,0,1,0,0,1225,14
8.4399995803833,2.13298225402832,0,1,16,4,0,1,0,0,1,0,0,0,0,256,13
6,1.7917594909668,0,1,12,4,0,1,0,0,1,0,0,0,1,144,17
6.15000009536743,1.81645214557648,0,0,7,3,0,1,0,0,1,1,0,0,1,49,17
4.09999990463257,1.41098690032959,0,0,25,3,0,1,0,0,1,0,0,1,1,625,12
14.1700000762939,2.65112709999084,0,0,22,3,1,1,0,0,1,1,0,1,0,484,13
6.40999984741211,1.85785925388336,0,0,22,3,0,1,0,0,1,0,0,1,1,484,17
31.0900001525879,3.43688631057739,0,0,32,3,0,0,0,0,1,0,0,1,0,1024,13
10.289999961853,2.33117246627808,0,1,35,4,0,1,0,0,1,1,0,1,1,1225,13
5.05999994277954,1.62136650085449,0,0,28,3,0,1,0,0,1,0,1,0,0,784,12
6.36999988555908,1.85159945487976,0,0,18,3,0,1,0,0,1,1,0,1,0,324,13
2.98000001907349,1.09192335605621,0,0,11,3,0,1,0,1,0,0,0,1,0,121,17
13.2799997329712,2.58625912666321,0,0,40,3,0,1,0,0,1,0,1,0,0,1600,13
4.19999980926514,1.43508446216583,1,0,10,2,0,1,0,0,1,1,0,0,0,100,13
8.92000007629395,2.18829584121704,0,0,40,3,0,1,0,0,1,1,0,1,1,1600,12
2.63000011444092,0.966983914375305,0,0,7,3,0,1,0,1,1,0,0,0,0,49,16
26.2399997711182,3.26728487014771,0,0,24,3,0,1,0,0,1,0,1,0,0,576,12
7.53999996185303,2.02022218704224,0,1,36,4,0,1,0,0,0,0,0,0,0,1296,12
8.64999961853027,2.15755939483643,0,0,34,3,0,1,0,0,1,0,0,1,1,1156,13
