"abuse","status","unemrate","age","educ","married","famsize","white","exhealth","vghealth","goodhealth","fairhealth","northeast","midwest","south","centcity","outercity","qrt1","qrt2","qrt3","beertax","cigtax","ethanol","mothalc","fathalc","livealc","inwf","employ","agesq","beertaxsq","cigtaxsq","ethanolsq","educsq"
0,3,6,33,12,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0.360000014305115,14,1.73238003253937,0,1,1,1,1,1089,0.129600003361702,196,3.00114059448242,144
0,1,6,36,12,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0.360000014305115,14,1.73238003253937,0,0,0,0,0,1296,0.129600003361702,196,3.00114059448242,144
0,3,6,46,7,1,6,1,0,0,0,1,0,1,0,0,0,1,0,0,0.360000014305115,14,1.73238003253937,0,0,0,1,1,2116,0.129600003361702,196,3.00114059448242,49
0,3,5.69999980926514,53,16,1,3,1,1,0,0,0,0,1,0,0,1,1,0,0,0.135000005364418,13,1.88370001316071,0,0,0,1,1,2809,0.0182250011712313,169,3.54832577705383,256
0,3,5.69999980926514,56,18,1,3,1,0,0,0,1,0,1,0,0,1,1,0,0,0.135000005364418,13,1.88370001316071,0,0,0,1,1,3136,0.0182250011712313,169,3.54832577705383,324
0,3,5.69999980926514,38,16,1,3,1,0,0,1,0,0,1,0,0,1,1,0,0,0.135000005364418,13,1.88370001316071,0,0,0,1,1,1444,0.0182250011712313,169,3.54832577705383,256
0,3,5.69999980926514,42,16,1,4,0,0,1,0,0,0,1,0,0,1,1,0,0,0.135000005364418,13,1.88370001316071,0,0,0,1,1,1764,0.0182250011712313,169,3.54832577705383,256
0,3,5.69999980926514,53,18,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0.135000005364418,13,1.88370001316071,0,0,0,1,1,2809,0.0182250011712313,169,3.54832577705383,324
0,3,5.69999980926514,50,13,1,4,0,0,1,0,0,0,1,0,0,1,1,0,0,0.135000005364418,13,1.88370001316071,0,0,0,1,1,2500,0.0182250011712313,169,3.54832577705383,169
0,3,5.69999980926514,40,12,1,4,0,0,1,0,0,0,1,0,0,1,1,0,0,0.135000005364418,13,1.88370001316071,0,1,1,1,1,1600,0.0182250011712313,169,3.54832577705383,144
0,3,5.69999980926514,56,18,1,3,1,0,1,0,0,0,1,0,0,1,1,0,0,0.135000005364418,13,1.88370001316071,0,0,0,1,1,3136,0.0182250011712313,169,3.54832577705383,324
0,3,5.69999980926514,42,16,1,6,1,0,1,0,0,0,1,0,0,1,1,0,0,0.135000005364418,13,1.88370001316071,0,0,0,1,1,1764,0.0182250011712313,169,3.54832577705383,256
0,3,5.69999980926514,43,16,1,2,1,0,1,0,0,0,1,0,0,1,1,0,0,0.135000005364418,13,1.88370001316071,0,0,0,1,1,1849,0.0182250011712313,169,3.54832577705383,256
0,3,5.69999980926514,28,12,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0.135000005364418,13,1.88370001316071,0,1,1,1,1,784,0.0182250011712313,169,3.54832577705383,144
0,3,5.69999980926514,32,16,1,3,1,1,0,0,0,0,1,0,0,1,1,0,0,0.135000005364418,13,1.88370001316071,0,0,0,1,1,1024,0.0182250011712313,169,3.54832577705383,256
1,3,5.69999980926514,38,14,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0.135000005364418,13,1.88370001316071,0,0,1,1,1,1444,0.0182250011712313,169,3.54832577705383,196
1,3,5.69999980926514,52,12,1,2,1,0,0,1,0,0,1,0,1,0,1,0,0,0.135000005364418,13,1.88370001316071,0,0,0,1,1,2704,0.0182250011712313,169,3.54832577705383,144
1,3,5.69999980926514,56,18,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0.135000005364418,13,1.88370001316071,0,0,0,1,1,3136,0.0182250011712313,169,3.54832577705383,324
0,3,5.69999980926514,38,16,1,3,1,1,0,0,0,0,1,0,0,1,1,0,0,0.135000005364418,13,1.88370001316071,0,0,0,1,1,1444,0.0182250011712313,169,3.54832577705383,256
0,3,5.69999980926514,46,10,1,4,0,0,0,1,0,0,1,0,1,0,1,0,0,0.135000005364418,13,1.88370001316071,0,0,0,1,1,2116,0.0182250011712313,169,3.54832577705383,100
0,1,5.69999980926514,46,10,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0.135000005364418,13,1.88370001316071,0,0,0,0,0,2116,0.0182250011712313,169,3.54832577705383,100
0,1,5.69999980926514,39,10,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0.135000005364418,13,1.88370001316071,0,0,0,0,0,1521,0.0182250011712313,169,3.54832577705383,100
1,3,5.69999980926514,25,12,1,5,0,1,0,0,0,0,1,0,1,0,1,0,0,0.135000005364418,13,1.88370001316071,0,0,0,1,1,625,0.0182250011712313,169,3.54832577705383,144
0,3,5.69999980926514,57,12,1,3,1,0,0,0,1,0,1,0,0,1,1,0,0,0.135000005364418,13,1.88370001316071,0,0,0,1,1,3249,0.0182250011712313,169,3.54832577705383,144
0,3,5.69999980926514,41,13,1,3,1,0,1,0,0,0,1,0,0,1,1,0,0,0.135000005364418,13,1.88370001316071,0,0,0,1,1,1681,0.0182250011712313,169,3.54832577705383,169
1,3,5.69999980926514,34,15,1,2,1,0,1,0,0,0,1,0,0,1,1,0,0,0.135000005364418,13,1.88370001316071,0,0,0,1,1,1156,0.0182250011712313,169,3.54832577705383,225
0,3,3.59999990463257,31,12,1,5,0,0,0,1,0,0,0,1,0,0,1,0,0,1.20000004768372,2,1.69985997676849,0,0,0,1,1,961,1.44000005722046,4,2.88952398300171,144
0,3,3.59999990463257,33,14,1,5,0,0,0,1,0,0,0,1,0,0,1,0,0,1.20000004768372,2,1.69985997676849,0,0,0,1,1,1089,1.44000005722046,4,2.88952398300171,196
1,1,3.59999990463257,46,14,1,4,0,0,0,0,1,0,0,1,0,0,1,0,0,1.20000004768372,2,1.69985997676849,0,0,0,0,0,2116,1.44000005722046,4,2.88952398300171,196
0,3,3.59999990463257,46,6,1,2,0,0,0,0,1,0,0,1,0,0,1,0,0,1.20000004768372,2,1.69985997676849,0,0,0,1,1,2116,1.44000005722046,4,2.88952398300171,36
0,3,3.59999990463257,47,8,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1.20000004768372,2,1.69985997676849,0,1,1,1,1,2209,1.44000005722046,4,2.88952398300171,64
0,3,3.59999990463257,48,6,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1.20000004768372,2,1.69985997676849,0,0,0,1,1,2304,1.44000005722046,4,2.88952398300171,36
0,3,3.59999990463257,32,13,1,3,1,1,0,0,0,0,0,1,0,0,1,0,0,1.20000004768372,2,1.69985997676849,0,1,1,1,1,1024,1.44000005722046,4,2.88952398300171,169
0,3,3.59999990463257,54,4,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,1.20000004768372,2,1.69985997676849,0,0,0,1,1,2916,1.44000005722046,4,2.88952398300171,16
0,3,3.59999990463257,57,6,1,4,0,0,0,0,1,0,0,1,0,0,1,0,0,1.20000004768372,2,1.69985997676849,0,0,0,1,1,3249,1.44000005722046,4,2.88952398300171,36
0,3,5,55,12,1,4,1,1,0,0,0,0,0,1,0,0,1,0,0,1.44000005722046,24,2.60184001922607,0,0,0,1,1,3025,2.07360005378723,576,6.76957130432129,144
0,3,5,47,12,1,2,1,0,0,0,1,0,0,1,0,0,1,0,0,1.44000005722046,24,2.60184001922607,0,0,0,1,1,2209,2.07360005378723,576,6.76957130432129,144
0,3,5,32,13,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1.44000005722046,24,2.60184001922607,0,0,0,1,1,1024,2.07360005378723,576,6.76957130432129,169
0,3,5,44,12,1,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1.44000005722046,24,2.60184001922607,0,0,0,1,1,1936,2.07360005378723,576,6.76957130432129,144
0,3,5,48,6,1,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1.44000005722046,24,2.60184001922607,0,0,0,1,1,2304,2.07360005378723,576,6.76957130432129,36
0,3,5,29,12,0,4,0,0,1,0,0,0,0,1,0,0,1,0,0,1.44000005722046,24,2.60184001922607,0,0,0,1,1,841,2.07360005378723,576,6.76957130432129,144
1,3,3,47,12,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0.224999994039536,26,2.29736995697021,0,0,0,1,1,2209,0.0506249964237213,676,5.27790880203247,144
0,3,3,36,15,1,2,1,1,0,0,0,1,0,0,1,0,1,0,0,0.224999994039536,26,2.29736995697021,0,0,0,1,1,1296,0.0506249964237213,676,5.27790880203247,225
0,3,7.59999990463257,48,12,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0.456999987363815,21,1.99688994884491,0,0,0,1,1,2304,0.208848983049393,441,3.98756957054138,144
0,3,7.59999990463257,56,12,1,3,1,1,0,0,0,0,1,0,0,1,1,0,0,0.456999987363815,21,1.99688994884491,0,0,0,1,1,3136,0.208848983049393,441,3.98756957054138,144
0,3,7.59999990463257,51,16,1,2,1,1,0,0,0,0,1,0,0,1,1,0,0,0.456999987363815,21,1.99688994884491,0,0,0,1,1,2601,0.208848983049393,441,3.98756957054138,256
0,3,7.59999990463257,40,17,1,5,1,0,0,1,0,0,1,0,0,1,1,0,0,0.456999987363815,21,1.99688994884491,0,0,0,1,1,1600,0.208848983049393,441,3.98756957054138,289
0,3,7.59999990463257,43,16,1,4,1,0,0,1,0,0,1,0,0,1,1,0,0,0.456999987363815,21,1.99688994884491,0,0,0,1,1,1849,0.208848983049393,441,3.98756957054138,256
0,3,7.59999990463257,52,18,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0.456999987363815,21,1.99688994884491,0,0,0,1,1,2704,0.208848983049393,441,3.98756957054138,324
1,3,7.59999990463257,35,16,1,2,1,0,1,0,0,0,1,0,0,1,1,0,0,0.456999987363815,21,1.99688994884491,1,0,0,1,1,1225,0.208848983049393,441,3.98756957054138,256
0,3,7.59999990463257,47,9,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0.456999987363815,21,1.99688994884491,0,0,0,1,1,2209,0.208848983049393,441,3.98756957054138,81
0,3,7.59999990463257,54,12,1,3,1,1,0,0,0,0,1,0,1,0,1,0,0,0.456999987363815,21,1.99688994884491,0,0,0,1,1,2916,0.208848983049393,441,3.98756957054138,144
0,3,5.30000019073486,33,12,1,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,1089,0.00810000021010637,100,5.79937934875488,144
0,1,5.30000019073486,48,10,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0900000035762787,10,2.40819001197815,0,0,1,0,0,2304,0.00810000021010637,100,5.79937934875488,100
0,3,5.30000019073486,37,11,1,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0.0900000035762787,10,2.40819001197815,0,1,1,1,1,1369,0.00810000021010637,100,5.79937934875488,121
0,3,5.30000019073486,40,16,1,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,1600,0.00810000021010637,100,5.79937934875488,256
0,3,5.30000019073486,38,18,1,6,1,0,0,0,1,0,0,0,0,0,1,0,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,1444,0.00810000021010637,100,5.79937934875488,324
0,3,5.30000019073486,54,6,1,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,2916,0.00810000021010637,100,5.79937934875488,36
0,2,5.30000019073486,34,13,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0900000035762787,10,2.40819001197815,0,1,1,1,0,1156,0.00810000021010637,100,5.79937934875488,169
0,3,5.09999990463257,39,14,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0.239999994635582,18,1.79756999015808,0,0,0,1,1,1521,0.0575999990105629,324,3.23125791549683,196
1,3,5.09999990463257,47,12,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0.239999994635582,18,1.79756999015808,0,1,1,1,1,2209,0.0575999990105629,324,3.23125791549683,144
0,2,5.09999990463257,32,12,1,3,1,1,0,0,0,1,0,0,0,1,1,0,0,0.239999994635582,18,1.79756999015808,0,0,1,1,0,1024,0.0575999990105629,324,3.23125791549683,144
0,3,5.09999990463257,32,12,0,3,1,1,0,0,0,1,0,0,0,1,1,0,0,0.239999994635582,18,1.79756999015808,0,0,0,1,1,1024,0.0575999990105629,324,3.23125791549683,144
0,3,5.09999990463257,47,18,1,5,1,0,1,0,0,1,0,0,1,0,1,0,0,0.239999994635582,18,1.79756999015808,0,0,0,1,1,2209,0.0575999990105629,324,3.23125791549683,324
0,3,5.09999990463257,36,12,1,4,1,0,0,1,0,1,0,0,0,1,1,0,0,0.239999994635582,18,1.79756999015808,0,0,0,1,1,1296,0.0575999990105629,324,3.23125791549683,144
0,3,4.19999980926514,36,17,1,2,1,1,0,0,0,1,0,0,0,1,1,0,0,0.123999997973442,21,2.06294989585876,0,1,1,1,1,1296,0.0153759997338057,441,4.25576210021973,289
0,3,4.19999980926514,29,18,1,4,0,0,1,0,0,1,0,0,0,1,1,0,0,0.123999997973442,21,2.06294989585876,0,0,0,1,1,841,0.0153759997338057,441,4.25576210021973,324
0,3,4.19999980926514,33,12,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0.123999997973442,21,2.06294989585876,0,0,0,1,1,1089,0.0153759997338057,441,4.25576210021973,144
0,3,4.19999980926514,27,14,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0.123999997973442,21,2.06294989585876,0,1,1,1,1,729,0.0153759997338057,441,4.25576210021973,196
0,3,4.19999980926514,27,14,1,2,1,0,0,1,0,1,0,0,0,1,1,0,0,0.123999997973442,21,2.06294989585876,0,0,0,1,1,729,0.0153759997338057,441,4.25576210021973,196
1,3,5.30000019073486,52,16,1,3,1,0,1,0,0,0,0,0,1,0,1,0,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,2704,0.00810000021010637,100,5.79937934875488,256
0,3,5.30000019073486,41,16,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,1681,0.00810000021010637,100,5.79937934875488,256
0,3,5.30000019073486,53,17,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,2809,0.00810000021010637,100,5.79937934875488,289
0,3,5.30000019073486,44,12,1,4,1,0,1,0,0,0,0,0,1,0,1,0,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,1936,0.00810000021010637,100,5.79937934875488,144
0,3,5.30000019073486,34,14,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,1156,0.00810000021010637,100,5.79937934875488,196
0,3,5.30000019073486,53,12,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0.0900000035762787,10,2.40819001197815,1,0,1,1,1,2809,0.00810000021010637,100,5.79937934875488,144
0,3,5.30000019073486,25,16,0,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,625,0.00810000021010637,100,5.79937934875488,256
0,3,5.30000019073486,36,12,1,6,1,1,0,0,0,0,0,0,1,0,1,0,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,1296,0.00810000021010637,100,5.79937934875488,144
0,3,5.30000019073486,52,10,1,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,2704,0.00810000021010637,100,5.79937934875488,100
0,1,5.30000019073486,56,12,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0900000035762787,10,2.40819001197815,0,0,0,0,0,3136,0.00810000021010637,100,5.79937934875488,144
0,1,5.30000019073486,25,13,0,4,1,1,0,0,0,0,0,0,1,0,1,0,0,0.0900000035762787,10,2.40819001197815,0,0,0,0,0,625,0.00810000021010637,100,5.79937934875488,169
1,3,5.30000019073486,33,14,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0.0900000035762787,10,2.40819001197815,0,1,1,1,1,1089,0.00810000021010637,100,5.79937934875488,196
0,2,5.30000019073486,45,13,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,0,2025,0.00810000021010637,100,5.79937934875488,169
1,3,5.30000019073486,30,18,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,900,0.00810000021010637,100,5.79937934875488,324
0,3,5.30000019073486,41,6,1,8,1,1,0,0,0,0,0,0,1,0,1,0,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,1681,0.00810000021010637,100,5.79937934875488,36
0,1,5.30000019073486,48,14,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0900000035762787,10,2.40819001197815,0,1,1,0,0,2304,0.00810000021010637,100,5.79937934875488,196
0,3,5.30000019073486,37,15,0,5,1,1,0,0,0,0,0,0,1,0,1,0,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,1369,0.00810000021010637,100,5.79937934875488,225
0,3,5.30000019073486,34,15,1,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,1156,0.00810000021010637,100,5.79937934875488,225
0,3,5.30000019073486,36,18,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,1296,0.00810000021010637,100,5.79937934875488,324
0,2,5.30000019073486,38,14,1,2,1,0,0,1,0,0,0,0,1,0,1,0,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,0,1444,0.00810000021010637,100,5.79937934875488,196
0,3,5.30000019073486,27,12,1,4,1,1,0,0,0,0,0,0,1,0,1,0,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,729,0.00810000021010637,100,5.79937934875488,144
1,3,5.30000019073486,39,10,1,3,1,0,1,0,0,0,0,0,1,0,1,0,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,1521,0.00810000021010637,100,5.79937934875488,100
0,3,5.30000019073486,36,18,1,3,1,1,0,0,0,0,0,0,1,0,1,0,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,1296,0.00810000021010637,100,5.79937934875488,324
1,3,5.30000019073486,38,18,1,3,1,1,0,0,0,0,0,0,1,0,1,0,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,1444,0.00810000021010637,100,5.79937934875488,324
0,3,5.30000019073486,37,17,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0.0900000035762787,10,2.40819001197815,1,0,1,1,1,1369,0.00810000021010637,100,5.79937934875488,289
1,3,5.30000019073486,47,14,1,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0.0900000035762787,10,2.40819001197815,0,1,1,1,1,2209,0.00810000021010637,100,5.79937934875488,196
0,3,5.30000019073486,40,18,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,1600,0.00810000021010637,100,5.79937934875488,324
0,3,5.30000019073486,45,18,1,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0.0900000035762787,10,2.40819001197815,1,0,1,1,1,2025,0.00810000021010637,100,5.79937934875488,324
0,3,5.30000019073486,56,18,1,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,3136,0.00810000021010637,100,5.79937934875488,324
0,3,5.30000019073486,32,18,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,1024,0.00810000021010637,100,5.79937934875488,324
0,1,5.30000019073486,39,12,1,3,1,1,0,0,0,0,0,0,1,0,1,0,0,0.0900000035762787,10,2.40819001197815,0,0,0,0,0,1521,0.00810000021010637,100,5.79937934875488,144
0,3,5.30000019073486,36,18,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,1296,0.00810000021010637,100,5.79937934875488,324
0,3,5.30000019073486,49,12,1,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,2401,0.00810000021010637,100,5.79937934875488,144
0,3,5.30000019073486,35,17,1,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0.0900000035762787,10,2.40819001197815,1,1,1,1,1,1225,0.00810000021010637,100,5.79937934875488,289
0,1,5.30000019073486,43,12,1,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0.0900000035762787,10,2.40819001197815,0,0,0,0,0,1849,0.00810000021010637,100,5.79937934875488,144
0,3,5.30000019073486,38,16,1,4,0,0,1,0,0,0,0,0,1,0,1,0,0,0.0900000035762787,10,2.40819001197815,1,1,1,1,1,1444,0.00810000021010637,100,5.79937934875488,256
0,3,5.30000019073486,49,12,1,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,2401,0.00810000021010637,100,5.79937934875488,144
0,1,5.30000019073486,53,12,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0900000035762787,10,2.40819001197815,0,0,0,0,0,2809,0.00810000021010637,100,5.79937934875488,144
0,3,5.30000019073486,41,15,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,1681,0.00810000021010637,100,5.79937934875488,225
0,3,5.30000019073486,31,6,1,3,1,0,0,1,0,0,0,0,1,0,1,0,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,961,0.00810000021010637,100,5.79937934875488,36
0,3,5.30000019073486,36,12,1,4,0,0,0,1,0,0,0,0,1,0,1,0,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,1296,0.00810000021010637,100,5.79937934875488,144
0,3,5.30000019073486,25,12,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,625,0.00810000021010637,100,5.79937934875488,144
0,3,6.69999980926514,42,12,1,4,1,0,0,0,1,0,0,1,0,1,1,0,0,0.907000005245209,23,1.3843799829483,0,1,1,1,1,1764,0.822649002075195,529,1.91650795936584,144
0,3,6.69999980926514,33,16,1,3,1,1,0,0,0,0,0,1,1,0,1,0,0,0.907000005245209,23,1.3843799829483,0,0,1,1,1,1089,0.822649002075195,529,1.91650795936584,256
0,3,6.69999980926514,42,16,1,4,1,0,0,1,0,0,0,1,1,0,1,0,0,0.907000005245209,23,1.3843799829483,0,1,1,1,1,1764,0.822649002075195,529,1.91650795936584,256
0,3,6.69999980926514,36,16,1,4,1,1,0,0,0,0,0,1,1,0,1,0,0,0.907000005245209,23,1.3843799829483,0,0,0,1,1,1296,0.822649002075195,529,1.91650795936584,256
0,3,6.69999980926514,45,13,1,4,1,1,0,0,0,0,0,1,1,0,1,0,0,0.907000005245209,23,1.3843799829483,0,0,0,1,1,2025,0.822649002075195,529,1.91650795936584,169
0,2,6.69999980926514,51,12,1,2,1,1,0,0,0,0,0,1,1,0,1,0,0,0.907000005245209,23,1.3843799829483,0,1,1,1,0,2601,0.822649002075195,529,1.91650795936584,144
0,3,6.69999980926514,33,13,1,2,1,0,1,0,0,0,0,1,1,0,1,0,0,0.907000005245209,23,1.3843799829483,0,0,0,1,1,1089,0.822649002075195,529,1.91650795936584,169
0,3,6.69999980926514,31,12,1,2,1,0,0,1,0,0,0,1,1,0,1,0,0,0.907000005245209,23,1.3843799829483,0,0,0,1,1,961,0.822649002075195,529,1.91650795936584,144
0,3,6.69999980926514,30,16,1,4,1,1,0,0,0,0,0,1,1,0,1,0,0,0.907000005245209,23,1.3843799829483,0,0,0,1,1,900,0.822649002075195,529,1.91650795936584,256
